id,actual_answer,split,question,choice_A,choice_B,choice_C,choice_D
MCAS_1998_4_19,D,test,سیاره‌ها مدار می‌زنند,زمین.,ماه.,کهکشان.,خورشید.
Mercury_7214778,D,test,دانش‌آموزان یک تحقیق طراحی می‌کنند تا تأثیر سطوح مختلف بر سرعت یک توپ که از شیب پایین می‌لغزد را مطالعه کنند. کدام یک از این موارد متغیر مستقل است؟,زمان برای پایین‌آمدن از شیب,جرم توپ,قطر توپ,نوع سطح روی شیب
Mercury_7123393,D,test,گاهی اوقات، شهاب‌سنگ‌های بزرگ به جو زمین وارد شده و به سطح زمین می‌رسند. دانشمندان نقاط احتمال برخورد را زمانی شناسایی می‌کنند که آنها پیدا کنند,رسوبات کربن.,مواد آتشفشانی.,گسل‌های لغزشی.,دهانه‌های کاسه‌ای.
Mercury_7207550,D,test,سال‌هاست که دانشمندان در لایه‌های سنگی در تمامی نقاط جهان فسیل‌هایی یافته‌اند. در نهایت، دانشمندان کشف کردند که بسیاری از لایه‌های سنگی الگوی مشابهی را نشان می‌دهند که بر اساس آن فسیل‌های قدیمی‌تر در لایه‌های عمیق‌تر و فسیل‌های جوان‌تر در لایه‌های سطحی‌تر قرار دارند. این کشف نمونه‌ای از این است که چگونه دانش علمی در حال تغییر است,فسیل‌ها به روش‌های مختلف حفظ می‌شوند.,نتایج درباره فسیل‌ها به سوالات تجدید نظر می‌شود.,فسیل‌ها در مناطق مختلف تشکیل می‌شوند.,مدارک جدید فسیل بازبینی می‌شود.
Mercury_SC_405827,B,test,دو دختر در انتهای مخالف یک طناب ضخیم کش می‌آورند. هر دو دختر با نیروی یکسان اما در جهت‌های مخالف به طناب کشیده‌اند. اگر هر دو دختر به کشیدن با همان نیرو ادامه دهند، احتمالاً چه اتفاقی خواهد افتاد؟,یک دختر دیگری را به سمت خود می‌کشد.,هر دو دختر در همان مکان باقی می‌مانند.,نیروی جاذبه باعث می‌شود طناب آویزان شود.,طناب پاره خواهد شد.
NYSEDREGENTS_2015_4_11,D,test,سوال: کدام نوع انتقال انرژی هنگامیکه یک دانش‌آموز سوت می‌زند رخ می‌دهد؟,الف) الکتریکی به صوت,ب) نور به الکتریکی,ج) حرارت به مکانیکی,د) مکانیکی به صوت
Mercury_404097,C,test,هسته داخلی زمین به دلیل چه چیزی جامد است؟,نرخ چرخش.,دماهای شدید.,مقدار فشار.,میدان مغناطیسی.
AIMS_2009_4_4,C,test,تلویزیون برخی مزایا را ارائه می‌دهد. یکی از روش‌هایی که تلویزیون به مردم کمک کرده است چیست؟,تولید تلویزیون از بسیاری مواد شیمیایی سمی استفاده می‌کند.,تبلیغات تلویزیون بسیاری از اسباب‌بازی‌های محبوبی را که کودکان می‌خواهند نشان می‌دهد.,تلویزیون اطلاعاتی درباره شرایط فعلی آب و هوا ارائه می‌دهد.,برق مورد استفاده برای کارکرد تلویزیون‌ها یکی از کاربردهای منابع طبیعی است.
NCEOGA_2013_8_18,A,test,فسیل‌های انتقالی بهترین حمایت را از چه چیزی می‌کنند؟,نظریه‌ی تکامل زیستی,قانون سوپرامد,نظریه‌ی تکامل زمین‌شناختی,نظریه‌ی حرکت قاره‌ها
Mercury_400884,B,test,بر اساس موقعیت آن در جدول تناوبی عناصر، فسفر (عدد اتمی ۱۵) چند الکترون ظرفیت دارد؟,۳,۵,۸,۱۵
Mercury_7219678,A,test,تصفیه آب شور نمک را از آب خارج می‌کند. حذف نمک از آب می‌تواند خطرناک باشد زیرا این فرایند هزینه‌بر و کند است. گاهی اوقات تکنولوژی آن کار نمی‌کند. آب‌های سطحی و زیرزمینی یک جامعه ساحلی در حال کاهش بود. این جامعه تصمیم گرفت یک کارخانه بزرگ‌مقیاس برای حذف نمک از آب خلیج بسازد. طرح ساخت کارخانه تصفیه نمک پذیرفته شد زیرا جامعه,به منابع بیشتری نیاز داشت.,به تکنولوژی پیشرفته دسترسی داشت.,منابع مالی نامحدودی داشت.,به کاهش فشارهای اجتماعی نیاز داشت.
ACTAAP_2010_5_7,B,test,حرارت به یک ماده اعمال شد. ابتدا این ماده منبسط شد و سپس ذوب شد. این ماده در ابتدا چه حالتی از ماده داشت؟,گاز,جامد,مایع,پلاسما
ACTAAP_2012_7_9,C,test,عناصر کربن، هیدروژن و اکسیژن جزئی از ترکیبات متفاوتی هستند. کدام یک توضیح می‌دهد که چرا این سه عنصر می‌توانند ترکیبات متفاوت زیادی بسازند؟,آنها می‌توانند جامد، مایع یا گاز باشند.,آنها در اندازه‌ها و شکل‌های مختلف وجود دارند.,آنها در تعداد و نسبت‌های مختلف ترکیب می‌شوند.,آنها می‌توانند پروتون، نوترون یا الکترون باشند.
MCAS_2005_8_6,A,test,به مرجان‌های فسیل‌شده، ماهی‌ها و دیگر موجودات دریایی گرمابی در مناطق کوهستانی نیو انگلند برخورد شده است. کدام یک از گزینه‌های زیر بهترین توضیح درباره اینکه چگونه این ممکن است رخ داده باشد، ارائه می‌دهد؟,آب و هوای این منطقه و زمین‌شناسی آن در طول زمان تغییر کرده است.,این موجودات در یک زمان بهتر به آب و هوای سرد سازگار بودند.,فرایند فسیل‌شدن به شدت ماده اصلی را تغییر داده است.,لاشه‌خواران بقایای این موجودات را به مناطق بالاتر حمل کرده‌اند.
Mercury_SC_401162,C,test,واحد اندازه‌گیری که برای توصیف نقطه ذوب یک ماده استفاده می‌شود چیست؟,لیتر,گرم,درجه,سانتیمتر
Mercury_SC_407710,D,test,بریانا فکر می‌کند که دانه‌های کدو تنبل بزرگتر سریع‌تر از دانه‌های کوچک‌تر جوانه می‌زنند. او با کاشت چهار دانه از هر اندازه در یک ظرف واحد این موضوع را بررسی می‌کند. چه اصطلاحی برای توصیف آنچه که بریانا فکر می‌کند رخ خواهد داد، استفاده می‌شود؟,آزمایش,نتیجه,متغیر,فرضیه
VASoL_2009_3_23,D,test,سوالی: یک میله فلزی ضربه می‌خورد و شروع به لرزش می‌کند. کدام یک از این موارد ممکن است بعداً اتفاق بیفتد؟,الف) میله فلزی به مایع تبدیل می‌شود.,ب) میله فلزی سنگین‌تر می‌شود.,ج) میله فلزی فلزات دیگر را جذب می‌کند.,د) میله فلزی صدا تولید می‌کند.
Mercury_SC_402276,D,test,کدام یک از موارد زیر بهترین توضیح را درباره رفتار آموخته‌شده ارائه می‌دهد؟,جغدها در جستجوی غذا در شب,پروانه‌های مونوارک که به سمت جنوب مهاجرت می‌کنند,گربه‌ها در حال پنجه‌کشیدن روی جایی که قرار است بخوابند,ماهی‌ها به سمت بالای آکواریوم شنا می‌کنند تا غذا بگیرند
Mercury_400744,A,test,تخریب قابل توجهی از زیستگاه جنگلی موجب افزایش کدام گاز در جو خواهد شد؟,CO_{2},NO_{2},O_{2},N_{2}
Mercury_SC_LBS10902,B,test,سؤال: گیاهان سرخس در کجا بیشتر احتمال دارد که رشد کنند؟,الف) در یک بیابان,ب) در کنار یک رودخانه,ج) در کف اقیانوس,د) در وسط دشتی
Mercury_7133245,B,test,تونیا یک توستر را به برق وصل کرد. او دو برش نان را در توستر قرار داد، اهرم را پایین فشار داد و کویل‌های حرارتی درخشیدند. او متوجه شد که فقط یک نوع انرژی نان را تست کرد. کدام نوع انرژی در این فرآیند هدر رفت؟,انرژی حرارتی فرابنفش,انرژی نور مرئی,انرژی شیمیایی,انرژی الکتریکی
Mercury_7131530,B,test,سوالی: یک دانش‌آموز مقداری پودر زرد گوگرد را با مقداری براده آهن مخلوط کرد. او توانست با استفاده از یک آهن‌ربا، آهن را از گوگرد جدا کند. سپس او آهن و گوگرد را در یک لوله آزمایش دوباره مخلوط کرده و آن را گرم کرد. پس از اینکه خنک شد، او ماده را از لوله آزمایش خارج کرد اما نتوانست آهن را با استفاده از آهن‌ربا از گوگرد جدا کند. چه نوع تغییری در ماده هنگام گرم شدن اتفاق افتاده است؟,الف) تغییر فیزیکی زیرا آهن با گوگرد واکنش نشان داد,ب) تغییر شیمیایی زیرا یک ماده جدید تشکیل شد,ج) تغییر فیزیکی زیرا یک ترکیب تشکیل شد,د) تغییر شیمیایی زیرا باید از آهن‌ربا استفاده شود
Mercury_7041143,C,test,pH آب خالص چه مقدار است؟,۱.۶,۲.۳,۷.۰,۱۱.۲
MCAS_2010_5_11984,A,test,کدام یک از موارد زیر احتمالاً یک رفتار آموخته شده است؟,استفاده از چنگال برای خوردن,پرش در برابر صدای بلند,تنگ کردن چشم‌ها در نور شدید,عطسه کردن هنگام بو کردن یک گل
Mercury_7159285,C,test,کمیسیون حفاظت از ماهی و حیات وحش فلوریدا (FWC) به توسعه بیش از 300 صخره مصنوعی در اقیانوس اطلس و خلیج مکزیک کمک کرده است. کدام یک از نتایج منفی غیرمنتظره تأسیس این صخره‌ها است؟,این باعث افزایش فرصت‌های تفریحی و غواصی شد.,این باعث افزایش مطالعه بر روی مرجان‌ها و دیگر ارگانیسم‌ها شد.,این باعث افزایش صید بی‌رویه و تخریب اکوسیستم‌ها شد.,این باعث افزایش تعداد ماهی‌ها و دیگر ارگانیسم‌های آبی شد.
AIMS_2008_8_13,D,test,کدام ماده بیشتر می‌تواند یک غذای اسیدی را خنثی کند؟,لبنیات (pH 5-7),آب (pH 6-7),میوه‌های Citrus (pH 2-3),جوش شیرین (pH 8-9)
MDSA_2013_8_20,C,test,تغییرات انرژی شکل می‌گیرد یا از طریق عمل نیروها منتقل می‌شود. مثالی از تبدیل انرژی جنبشی به انرژی پتانسیل چیست؟,یک سنگ بزرگ نشسته بر لبه‌ی صخره,یک فرد در حال دویدن در اطراف پیست,یک خودرو که به سمت بالا تپه می‌رود و پارک می‌شود,یک کش لاستیکی که کشیده می‌شود و پاره می‌شود
Mercury_7114100,A,test,تمام کهکشان‌ها در جهان,از ستاره‌های بسیاری تشکیل شده‌اند.,دارای چرخش ساعت‌گرد هستند.,شکل نامنظمی دارند.,تعداد ستاره‌های یکسانی دارند.
Mercury_7213343,A,test,یک تأثیر منفی احتمالی ساخت سد بر روی یک رودخانه این است که سد,جریان رسوب را از حرکت به سمت پایین جلوگیری می‌کند.,مقدار آب موجود برای مزارع را افزایش می‌دهد.,از سیلاب‌های فصلی در پایین‌دست جلوگیری می‌کند.,نرخ از دست رفتن آب از یک دریاچه را افزایش می‌دهد.
Mercury_SC_LBS10597,A,test,کدام یک تغییر شیمیایی است؟,سرخ کردن یک تخم‌مرغ,جوشاندن آب,شکستن یک لیوان شیشه‌ای,خرد کردن یک تکه نان
Mercury_7126263,B,test,کدام مورد بهترین توصیف کنندهٔ تغییر شکل انرژی در یک چراغ قوه است؟,انرژی شیمیایی به انرژی صوتی,انرژی شیمیایی به انرژی تابشی,انرژی الکتریکی به انرژی هسته‌ای,انرژی الکتریکی به انرژی مکانیکی
Mercury_7133613,A,test,کرم شب‌پره کاکتوس به‌طور عمدی در سال ۱۹۲۶ به استرالیا معرفی شد تا به‌عنوان کنترل زیستی برای یک کاکتوس خاردار مهاجم عمل کند. تا اوایل دهه ۱۹۹۰، این کرم شب‌پره نیز از آمریکای جنوبی به جزایر فلوریدا مهاجرت کرده و به زودی بیشتر کاکتوس‌های سیمافور در منطقه را از بین برد. از آن زمان، این کرم شب‌پره به خوردن دیگر گیاهان در جزایر عادت کرده و به رشد خود ادامه داده است. کدام روش احتمالاً جمعیت کرم شب‌پره کاکتوس را کاهش خواهد داد؟,آزاد کردن کرم‌های شب‌پره عقیم برای محدود کردن تولید مثل.,استفاده از سموم الحاقی به‌طور گسترده.,معرفی یک شکارچی برای کاکتوس‌ها.,متوقف کردن واردات تمام انواع گیاهان.
Mercury_7234605,D,test,سوالی: یک دانش‌آموز در دور یک پیست دایره‌ای دوید. کدام بیان بهترین توصیف را از حرکت دانش‌آموز در حین دویدن ارائه می‌دهد؟,الف) سرعت ثابت بود.,ب) سرعت تغییر ناپذیر بود.,ج) سرعت همواره در حال تغییر بود.,د) شتاب همواره در حال تغییر بود.
Mercury_SC_400839,B,test,بهترین ظرف برای نگهداری یک مایع ناشناخته چیست؟,ظرف پلاستیکی ماست.,شیشهٔ شفاف با برچسب مشخص.,ظرف کاغذی آب‌پرتقال.,بطری پلاستیکی سبز نوشابه.
Mercury_SC_402984,B,test,کدام مورد می‌تواند در تحقیق علمی دیگری دوباره مورد استفاده قرار گیرد؟,دستکش‌های لاتکس,یک لوله آزمایش شیشه‌ای,مخلوطی از آب و شکر,یک حوله کاغذی که برای تمیز کردن استفاده شده است
NYSEDREGENTS_2012_4_29,C,test,سه دانه یکسان در گلدان‌های خاک یکسان کاشته و رشد می‌کنند. همه سه گلدان مقدار یکسانی از نور خورشید دریافت می‌کنند. گیاهان هر روز یک بار آبیاری می‌شوند. گیاه A 10 میلی‌لیتر آب دریافت می‌کند. گیاه B 20 میلی‌لیتر آب دریافت می‌کند. گیاه C 30 میلی‌لیتر آب دریافت می‌کند. ارتفاع هر گیاه بعد از ده روز اندازه‌گیری و ثبت می‌شود. کدام سوال می‌تواند از این آزمایش پاسخ داده شود؟,یک گیاه به چه مقدار فضا برای رشد نیاز دارد؟,یک گیاه به چه مقدار خاک برای رشد نیاز دارد؟,چقدر آب باعث می‌شود یک گیاه بلندترین رشد را داشته باشد؟,چقدر نور خورشید باعث می‌شود یک گیاه بلندترین رشد را داشته باشد؟
VASoL_2009_3_22,D,test,کدام یک از موارد زیر دربارهٔ ظاهر یک سیب اطلاعاتی ارائه می‌دهد؟,نرم است.,آبی است.,مکعبی است.,صاف است.
Mercury_409349,A,test,دو نوع بور به طور طبیعی وجود دارد، بور-10 و بور-11. چه تفاوتی بین یک اتم بور با 10 واحد جرم اتمی (amu) و یک اتم بور با 11 واحد جرم اتمی (amu) وجود دارد؟,مقدار نوترون‌ها,تعداد الکترون‌ها,اندازه پروتون‌ها و نوترون‌ها,اندازه الکترون‌ها و ابر الکترونی
Mercury_SC_407417,D,test,کدام یک ناشی از کج شدن زمین بر روی محور خود است؟,روز و شب,هواهای طوفانی,جزر و مد بالا و پایین,تغییرات فصلی
VASoL_2007_5_21,C,test,کدام یک از حیوانات زیر بی‌مهره است؟,سنجاب,مرغ دریایی,جرجیرک,میش
MCAS_2012_8_23651,A,test,کدام یک از موارد زیر به عنوان نتیجه کاهش انرژی حرارتی یک گاز ممکن است رخ دهد؟,به هم پیوستگی,تبخیر,تابش,بخارشدن
MCAS_2000_4_26,D,test,ماه به دور زمین می‌چرخد. این باعث می‌شود,زمین در شب گرمتر شود.,زمین سریع‌تر بچرخد.,ماه نسبت به سایر اشیاء در آسمان درخشان‌تر به نظر برسد.,ماه در طول ماه به اشکال مختلفی ظاهر شود.
Mercury_SC_410971,A,test,شهرها میزان آلودگی مجاز ناشی از خودروها را کنترل می‌کنند. این موضوع چگونه بیشتر به نفع مردم است؟,هوای پاک‌تری باقی می‌ماند.,خودروها می‌توانند با سرعت‌های بیشتری حرکت کنند.,مهارت‌های رانندگان بهبود می‌یابد.,رانندگی در جاده‌ها ایمن‌تر می‌شود.
Mercury_404841,D,test,کدامیک از موارد زیر باعث ایجاد کمترین جاذبه گرانشی خواهد شد؟,دو جسم ۲ گرمی که ۲ متر از هم فاصله دارند,دو جسم ۲ گرمی که ۴ متر از هم فاصله دارند,دو جسم ۱ گرمی که ۶ متر از هم فاصله دارند,دو جسم ۱ گرمی که ۸ متر از هم فاصله دارند
Mercury_416651,A,test,مغز انسان نیاز قطعی به گلوکز دارد. گلوکز یک نیاز قطعی است زیرا مغز نمی‌تواند از هیچ منبع انرژی دیگری استفاده کند. سایر موجودات معمولاً نیازهای قطعی به منابع انرژی خاص دارند. کدام پروتیست را می‌توان انتظار داشت که نیاز قطعی به نور خورشید داشته باشد؟,ولوکز,آمبیا,یوگلنا,پارا‌میشیوم
Mercury_416576,B,test,سؤال: یک سلول یوگلنا ساختاری به نام لکه چشم دارد که نور را تشخیص می‌دهد. یک پارامسیوم لکه چشم ندارد و بنابراین نمی‌تواند نور را تشخیص دهد. چرا پارامسیوم به لکه چشم نیاز ندارد؟,الف) پارامسیوم در جایی زندگی نمی‌کند که نور وجود داشته باشد.,ب) پارامسیوم غذا را خود به صورت فتوسنتز تولید نمی‌کند.,ج) پارامسیوم در آب کم‌عمق‌تری نسبت به یوگلنا زندگی می‌کند.,د) پارامسیوم به جای مژک از فلگلا برای حرکت استفاده می‌کند.
MCAS_1998_8_24,D,test,تقریبا ۱۰۰ سال پیش، یک آتشفشان بزرگ در اقیانوس آرام جنوبی فوران کرد. سال بعد، بوسطن هر ماه سال برف قابل اندازه‌گیری ثبت کرد و بیشتر نیمکره شمالی تابستان سردی را تجربه کرد. کدام یک توضیح می‌دهد که چگونه این دو رویداد مرتبط بودند؟,فوران تأثیر گرمایش جهانی را تشدید کرد.,جریان لاوا ناشی از فوران باعث افزایش موقت دمای کل زمین شد.,فوران به لایه اوزون آسیب زد.,آلودگی هوا ناشی از فوران منجر به کاهش مقدار انرژی خورشیدی رسیدن به زمین شد.
Mercury_SC_408367,B,test,پوشش پشمالوی ضخیم بر روی یک پستاندار، گرما را نزدیک به بدن حیوان نگه می‌دارد. یک پستاندار با پوشش پشمالوی ضخیم بهترین سازگاری را با کدام نوع محیط دارد؟,دشت نمکی,دشت یخ‌زده,ساحل شنی,جنگل بارانی مرطوب
Mercury_405804,D,test,کدام منبع تجدیدپذیر است؟,A) نفت,B) زغال سنگ,C) گاز طبیعی,D) آب
Mercury_7216318,A,test,یک بیماری عفونی باعث افزایش دمای بدن و کاهش سطح گلوکز خون در یک گوزن می‌شود. اثر احتمالی این بیماری چیست؟,اختلال در هموستاز گوزن,تغییر در ساختار ژنتیکی گوزن,افزایش سطح انرژی گوزن,افزایش نرخ تولیدمثل گوزن
Mercury_401312,D,test,زغال‌سنگ از چه چیزی تشکیل می‌شود؟,دریاهایی که تبخیر شده‌اند.,گاز طبیعی که تحت حرارت قرار گرفته است.,سنگ‌های دگرگون که ذوب و سرد شده‌اند.,قیدهای گیاهی که تحت فشار تجزیه شده‌اند.
MDSA_2013_8_23,D,test,یک معلم علوم دو ماده مختلف را در یک کیسه پلاستیکی مخلوط می‌کند و کیسه را می‌بندد. کیسه متورم می‌شود و می‌شکند. دلیل احتمالی اینکه کیسه پس از مخلوط شدن دو ماده متورم شد، چیست؟,مواد خنک شده و متورم شدند.,مواد به صورت فیزیکی پلاستیک را تغییر دادند.,مواد گرم شده و کیسه را کشیدند.,مواد به صورت شیمیایی واکنش داده و گاز تولید کردند.
Mercury_SC_405880,A,test,کدام فعالیت نمونه ای از حفظ منابع غیرقابل تجدید است؟,ماشین سواری مشترک به محل کار,کود دادن به چمن های کوتاه شده,استفاده از ماشین حساب خورشیدی,آب دادن به چمن در صبح
ACTAAP_2009_5_12,B,test,سوالی: یک دانش‌آموز نور یک چراغ قوه را بر روی رنگ‌های مختلف کاغذ می‌تاباند. کدام رنگ کاغذ بیشترین نور را جذب خواهد کرد؟,الف) قرمز,ب) سیاه,پ) سفید,ت) زرد
CSZ20754,B,test,کدام ویژگی از حرکت می‌تواند بدون تغییر سرعت یک جسم تغییر کند؟,سرعت,موقعیت,جهت,شتاب
Mercury_184363,D,test,کدامیک ذخیره کوتاه‌مدت کربن را نمایندگی می‌کند؟,مرجان‌هایی که از کربنات کلسیم تشکیل شده‌اند.,زغال‌سنگی که از گیاهانی که مدت‌ها پیش می‌زیسته‌اند، تشکیل شده است.,سنگ‌های آهکی که از سطح زمین استخراج می‌شوند.,کربوهیدرات‌های ذخیره شده در میوه‌ها و سبزیجات.
Mercury_7188195,C,test,دانش‌آموزان برخی سنجاقک‌ها را در یک مخزن در کلاس نگه‌داشتند. این مخزن در منطقه‌ای قرار داشت که روزانه چندین ساعت نور خورشید دریافت می‌کرد. مخزن شامل یک منطقه با آب و منطقه‌ای دیگر با خاک بود که گیاهان در آن رشد می‌کردند. سنجاقک‌ها تمام انرژی خود را از کدام منبع به دست آوردند؟,خاک,آب,گیاهان,نور خورشید
Mercury_7221043,D,test,نحوه‌ی مداخلۀ یک فوران آتش‌فشان در توانایی تولیدکنندگان برای به‌دست‌آوردن انرژی مورد نیازشان برای تولید غذا چیست؟,با استفاده از انرژی حرارتی ذخیره شده در هسته‌ی زمین,با آزاد کردن انرژی اضافی از درون زمین,با مصرف حجم زیادی از اکسیژن جو نزدیک,با آزاد کردن گرد و غباری که مانع رسیدن نور خورشید به زمین می‌شود
Mercury_7107328,B,test,دو گونه مختلف که از یک نیای مشترک توسعه می‌یابند، بیشتر احتمال دارد که در کجا رخ دهد؟,در سه نسل.,در طول مدت زمان طولانی.,هنگامی که یک گونه جمعیت زیادی داشته باشد.,هنگامی که منابع فراوانی وجود داشته باشد.
Mercury_415084,C,test,دانش‌آموزان در حیاط مدرسه یک لاک‌پشت را مشاهده کردند. آن‌ها فاصله‌ای را که لاک‌پشت در مدت 30 دقیقه طی کرده بود اندازه‌گیری کردند. اگر لاک‌پشت در آن زمان 40 متر راه رفته باشد، متوسط سرعت آن چقدر بوده است؟,0.75 متر در ساعت,20 متر در ثانیه,80 متر در ساعت,"1,200 متر در ساعت"
Mercury_415082,A,test,آرتورو در یک مسابقه 3000 متری شرکت کرد. زمان دویدن او از ابتدا تا انتها 10 دقیقه بود. سرعت متوسط آرتورو چه بود؟,5 متر بر ثانیه,50 متر بر ثانیه,100 متر بر ثانیه,300 متر بر ثانیه
Mercury_SC_416169,A,test,نیک در حال ساخت نمونه‌ای است تا نشان دهد چگونه پوست انسان بدن را می‌پوشاند. بهترین ماده برای این کار کدام است؟,یک ورق لاستیک,یک ورق کاغذ,یک ورق فلز,یک ورق چوب
MEA_2011_8_13,A,test,در یک جمعیت از عنکبوت‌ها سه اندازه مختلف وجود دارد: کوچک، متوسط و بزرگ. عنکبوت‌های بزرگ به راحتی توسط شکارچیان دیده می‌شوند. عنکبوت‌های کوچک در پیدا کردن غذا به مشکل برمی‌خورند. بعد از چند نسل چه اتفاقی برای این جمعیت خواهد افتاد؟,عنکبوت‌های متوسط بیشتر از همه خواهند بود.,عنکبوت‌های بزرگ یاد می‌گیرند که از شکارچیان مخفی شوند.,عنکبوت‌های کوچک و متوسط کمترین تعداد را خواهند داشت.,عنکبوت‌های کوچک و بزرگ جهش پیدا خواهند کرد.
TIMSS_2003_4_pg82,A,test,کدام یک از این فعالیت‌ها منجر به تشکیل نوع دیگری از ماده می‌شود؟,یک میخ در خارج گذاشته می‌شود و زنگ می‌زند.,یک لیوان افتاده و به تکه‌های کوچک شکسته می‌شود.,یک کش لاستیکی کشیده می‌شود تا بشکند.,یک مداد به نوک تیز می‌شود.
CSZ30338,C,test,یک ورزشکار می‌تواند در 1 ساعت 9 کیلومتر بدود. اگر ورزشکار با همان سرعت متوسط به مدت 30 دقیقه بدود، او چه مسافتی را طی خواهد کرد؟,18 کیلومتر,9 کیلومتر,4.5 کیلومتر,3.3 کیلومتر
TIMSS_2003_8_pg85,B,test,کدام یک از موارد زیر در هنگام باروری در حیوانات اتفاق می‌افتد؟,تولید اسپرم و تخمک,پیوند اسپرم و تخمک,تقسیم تخمک,توسعه جنین
Mercury_7221988,C,test,کدام یک از گزینه‌های زیر بهترین توصیف کننده عملکرد یک مقاومت در یک مدار الکتریکی است؟,مدار را باز می‌کند.,میدان الکتریکی ایجاد می‌کند.,مقدار جریان را کنترل می‌کند.,منبع انرژی برای مدار فراهم می‌کند.
NCEOGA_2013_5_11,D,test,کدامیک بیشترین تأثیر را بر سرعت باد دارد؟,بارش,پوشش ابر,جهت باد,فشار هوا
MCAS_2013_8_29416,B,test,کدامیک از ابزارهای زیر دقیق‌ترین اندازه‌گیری ۱۵ میلی‌لیتر آب را ارائه می‌دهد؟,یک بالن ۵۰ میلی‌لیتری,یک سیلندر مدرج ۵۰ میلی‌لیتری,یک بالن ۵۰۰ میلی‌لیتری,یک سیلندر مدرج ۵۰۰ میلی‌لیتری
Mercury_SC_401142,B,test,برخی از حیوانات رنگ‌ها و الگوهایی را تطبیق داده‌اند که به آن‌ها اجازه می‌دهد در محیط خود مخفی شوند. احتمالاً این خصوصیت را حیوانات برای,سرد کردن خود.,نگه داشتن خود در خفا.,جذب جفت.,محافظت از پوست.
Mercury_7206395,C,test,یک دانش‌آموز زمان لازم برای رول شدن یک گلوله شیشه‌ای را در یک سراشیبی چهار بار مشاهده می‌کند. کدام یک از این نمایش‌ها بهترین انتقال دهنده مشاهدات دانش‌آموز خواهد بود؟,نمودار دایره‌ای با چهار قسمت مختلف,نمودار خطی با نقاط داده پیوسته,نمودار میله‌ای با یک میله برای هر آزمایش,جدولی با چهار ردیف و چهار ستون
Mercury_179025,B,test,در کدام مرحله از میوز، جداسازی کروموزوم‌های همولوگ صورت می‌گیرد؟,الف) پروفاز,ب) آنفاز,ج) متافاز,د) تلوفاز
Mercury_7130620,B,test,دو ظرف یکسان هر کدام یک لیتر آب دارند. یکی از ظرف‌ها در دمای اتاق به شکل مایع نگهداری می‌شود. ظرف دیگر در فریزر قرار گرفته و به شکل جامد نگهداری می‌شود. کدام ویژگی احتمالاً در هر دو حالت ماده یکسان است؟,چگالی,جرم,شکل,حجم
Mercury_177870,C,test,همهٔ ستاره‌ها در جهان یک چرخهٔ زندگی را پشت سر می‌گذارند. چه عاملی تعیین می‌کند که ستاره‌ها چگونه از این چرخه عبور کنند؟,تشعشع موجود در ستاره,مقدار انرژی که ستاره مصرف می‌کند,مقدار جرمی که ستاره با آن شروع کرد,مکان ستاره در جهان
Mercury_7282083,B,test,چه چیزی می‌تواند باعث شود که یک نسل ویژگی فیزیکی داشته باشد که هیچ‌یک از والدین آن را ندارند؟,جهش در سلول‌های بدنی والد,جهش در سلول‌های جنسی والد,انتخاب طبیعی یک ویژگی,انتخاب مصنوعی یک ویژگی
Mercury_SC_400233,C,test,کدام نوع سنگ بر اثر فرسایش تشکیل می‌شود؟,سنگ آتش‌فشانی,سنگ خارجی,سنگ رسوبی,سنگ دگرگونی
Mercury_7082443,B,test,کدام جمله نظر شخصی درباره عنصر مس است؟,مس یک هادی خوب برای برق است.,مس مخلوط با نقره گران است.,مس می‌تواند به اشکال مختلف کوبیده شود.,مس یک هادی عالی برای حرارت است.
NCEOGA_2013_8_15,B,test,چه اتفاقی برای یک جمعیت و رقابت رخ می‌دهد وقتی که فضای زندگی کاهش پیدا کند؟,جمعیت گسترش می‌یابد و رقابت تشدید می‌شود.,رقابت تقویت می‌شود در حالی که جمعیت کاهش می‌یابد.,جمعیت افزایش می‌یابد در حالی که رقابت کاهش می‌یابد.,رقابت تضعیف می‌شود و جمعیت کاهش می‌یابد.
Mercury_7210140,A,test,یک گروه از دانش‌آموزان روزانه بارش برف را در طول زمستان ثبت می‌کنند. داده‌ها به ترتیب تاریخ نگهداری می‌شوند و هر روز به‌طور دقیق اندازه‌گیری می‌شوند. بهترین راه دیگر برای سازماندهی این داده‌ها چیست؟,بر اساس تعداد سانتی‌متر برف در روز رتبه‌بندی شود,طبق علت بارش برف ترتیب داده شود,بر اساس مدت زمانی که برف بر روی زمین باقی ماند مرتب شود,با دمای هوا در زمان بارش برف مطابقت داده شود
Mercury_7106593,D,test,یک درخت هلو خاص، هلوهایی تولید می کند که در برابر بیماری مقاوم تر از هلوهای دیگر هستند. کدام روش این هلوهای خاص را بازتولید می کند؟,استفاده از زنبورها برای گرده افشانی گل‌ها,بازتولید از طریق گرده افشانی متقابل درختان هلو مختلف,افزایش تنوع در درخت هلو,دست‌یابی به تولید مثلی غیرجنسی در درخت هلو
Mercury_416536,B,test,در خلال بخشی از چرخه آب، آب به صورت بارش به سطح زمین می‌افتد. برخی از این آب‌ها به داخل کانال‌ها جریان می‌یابند و ادامه می‌یابند تا اینکه به اقیانوس می‌رسند. کدام گزینه بهترین توصیف را از آب موجود در کانال‌ها ارائه می‌دهد؟,دریاچه,رودخانه,آبخوان,منطقه مرطوب
