id,question_stem,choice_A,choice_B,choice_C,choice_D,answerKey,fact1,humanScore,clarity,turkIdAnonymized,source
9-575,is it normal for an adult animal to lay eggs?,it has never happened,yes it is standard,it is abnormal and weird,all of these,B,some adult animals lay eggs,1.0,0.4000000059604645,cf7109905e,test
7-284,If your dog is overweight,add more fat to their diet,cut back their caloric intake,let them sleep more,increase their caloric intake,B,"as the amount of food an animal eats increases , the weight of that animal will increase",1.0,2.0,a8ecf6eaeb,test
8-135,Eyes allow humans,to detect when a traffic light changes,detect sour flavors in candy,hear music at concerts,detect acrid odors in the air,A,seeing is used for sensing visual things,1.0,2.0,a8ecf6eaeb,test
397,Organisms covered by layers of sediment,become fossils over night,may end up reanimated over time,develop characteristics for survival,may end up fueling a car,D,fossils are formed when layers of sediment cover the remains of organisms over time,1.0,2.0,a8ecf6eaeb,test
9-32,The winter solstice is on December 21st in the,counties,north of equator,states,southern hemisphere,B,the winter solstice is on December 21st in the northern hemisphere,1.0,1.7999999523162842,1e6dc77bb6,test
48,A lake environment is a good setup for what to happen to organic remains?,bleaching,burning,fossilization,drying,C,fossils are formed when layers of sediment cover the remains of organisms over time,1.0,1.7999999523162842,d2ccffd14b,test
8-69,were there fossil fuels in the ground when humans evolved?,this was only created by humans,humans predate fossil fuel formation,significant supplies accumulated prior,none of these,C,fossil fuels forming occurs over a period of 300000000 years which is considered a very long time to a human,0.800000011920929,1.600000023841858,cf7109905e,test
9-159,"The Grand Canyon is massive, with large, high peaks and very deep lows, which was formed when",some water is around it,water rained on it,natural waters weathered it,a pool was opened,C,the Grand Canyon was formed by the Colorado River flowing over long periods of time,1.0,1.600000023841858,b356d338b7,test
9-317,What type of useful product can be made from the moving winds?,wood,bananas,electricity,metal,C,wind is used for producing electricity,0.800000011920929,1.399999976158142,52dbc5c7af,test
423,The sides of the canyon are,metal,water,rivers,stone,D,most canyons are formed by flowing rivers through erosion over long periods of time,1.0,1.7999999523162842,7189327f06,test
8-304,which of these people would have the worst air quality at their residence?,a man who lives next to a landfill,a man who lives in a city with the best air quality,none of these,a man who lives in a great suburb,A,an landfill is a source of pollution,1.0,2.0,cf7109905e,test
785,What is a stopwatch used for?,to rewind 5 minutes,to tell what will happen 5 minutes from now,to voice the time,to measure minutes and hours,D,a stopwatch is used to measure time,1.0,1.7999999523162842,488385949d,test
9-1087,As a drought worsens the level at an aquifer will,stay the same,fluctuate wildly,decrease,increase,C,drought means available water decreases in an environment,1.0,2.0,97e7d66d68,test
485,Wind frequently helps transport from one place to another,marble statues,molten magma,subterranean termites,exposed topsoil,D,wind carries dirt from one place to another place,1.0,1.600000023841858,e28b6749d9,test
9-908,When a kid slams on the brakes on their bike what is caused?,bike helmet,avoiding accidents,friction,gearing,C,skidding causes friction,0.800000011920929,1.399999976158142,52dbc5c7af,test
1231,Sources of spices have,crystals,feathers,cell walls,craters,C,plants are the source of spices,0.800000011920929,1.2000000476837158,7189327f06,test
810,Conservation,leads to longer drought of resources,leads to longer availability of resources,leads to more consumption,leads to short supply of resources,B,"as the use of a resource decreases , the length of time that resource will be available increases",1.0,2.0,a8ecf6eaeb,test
158,A tree is not the habitat of a,squirrel,woodpecker,monkey,lion,D,organisms live in their habitat,1.0,1.600000023841858,7189327f06,test
7-445,Erosion could lead to,a change in the direction of a stream,a change in ocean temperatures,an increase in rainy weather,an increase in plants and animals,A,erosion causes deposition,1.0,1.600000023841858,7189327f06,test
1502,A hemisphere experiences summer when,it's tilted towards Jupiter,it's angled towards the moon,it's angled towards the largest star in the solar system,it spins counter clockwise on Earth's axis,C,summer is when a hemisphere is tilted towards the sun,1.0,2.0,a8ecf6eaeb,test
1200,What date is the amount of daylight minimized,Jul 4th,Feb 29th,May 3rd,Sep 1st,B,the amount of daylight is least in the winter,0.800000011920929,0.4000000059604645,64d9056837,test
437,Which term is involved with protection by skin?,Eucerin pH5 range,Sagittal plane,pyogenic vibrio,popliteus,A,skin is used for protecting the body from harmful substances,1.0,1.399999976158142,a9f90f5da1,test
8-205,The reason Earth is so sturdy is because,It is made from rock,It eats three meals a day,It has a loving family,It is made from metal,A,Earth is made of rock,1.0,1.7999999523162842,cee82219a0,test
9-270,A plant left in the dark,produces fruit,grows faster,fails to grow,gets greener,C,a plant requires sunlight to grow,1.0,2.0,c8d24331a4,test
8-130,"A boy wants to use his Walkman so that he can listen to some music. When he tries to turn it on, it us unable to, and the boy realizes that he will need",heat,metal,lithium-ion,plastic,C,electric devices require electrical energy to function,1.0,1.7999999523162842,b356d338b7,test
229,Nuclear activity is the cause of what celestial occurrence?,axial planetary rotation,comets,planetary formation,the sun's rays,D,a star is a source of light through nuclear reactions,0.800000011920929,2.0,d2ccffd14b,test
9-390,Which source provides the safest water?,River,Sea,Ocean,Rain,D,rain is a source of water,0.800000011920929,1.399999976158142,3c248b4dc4,test
8-107,"A rabbit has a litter of bunnies! Most of the babies are white, just like the mother rabbit, but one baby has brown spots, like the father rabbit. The father rabbit",spread out some fur,has black on his ears,passed down inherited characteristics,is the same size as the mother,C,inheriting is when a inherited characteristic is copied from parent to offspring by DNA,1.0,2.0,b356d338b7,test
7-527,Photosynthesis means plants are unable to,convert sunlight to sand,provide food sources for others,be producers in an ecosystem,make their own food,A,"photosynthesis means producers convert from carbon dioxide, water, and solar energy into food for themselves",0.800000011920929,1.399999976158142,b356d338b7,test
7-333,"Through DNA, a rabbit will have long ears if",rabbits are born with ears,there was a lot of food,genetic contributors had long ears,parents were also rabbits,C,offspring receive genes from their parents through DNA,1.0,1.600000023841858,b356d338b7,test
9-44,"There are various creatures that live in forests, such as",giant fish,enormous crabs,whitetails,desert jackals,C,a deer lives in a forest,1.0,1.7999999523162842,b356d338b7,test
7-160,An octopus protects itself with,water splashing,running fast,long hands,pigment squirting,D,ink is used for hiding from predators by octopuses,0.800000011920929,1.600000023841858,cf7109905e,test
1942,Resources decreasing in an environment,induces organisms to use more of their resources,causes an increase in use of resources,causes an uptick in birthrate,induces organisms to be more economical with resources,D,"when available resources decrease in an environment , organisms have to conserve those resources",1.0,1.0,a8ecf6eaeb,test
9-597,The sidewalk next to a house having a crack in it and having vegetation growing from it is considered?,insects,weathering,lava,erosion,B,weathering means breaking down surface materials from larger whole into smaller pieces by weather,0.800000011920929,2.0,52dbc5c7af,test
9-35,"If you wanted to make a necklace, how long would you have to wait for the materials to appear inside the Earth?",millions of years,1 day,10 days,100 days,A,all minerals are formed by natural geological processes,1.0,1.7999999523162842,0317ce7c33,test
1161,Moon phases,change the moon into cheese,alter the way the moon's facade looks,change moon lakes into vapor,cause lunar eclipse every day,B,the phases of the Moon change the appearance of the Moon,1.0,1.7999999523162842,a8ecf6eaeb,test
7-171,"If hot water were poured on an arm, what would happen to internal organs?",they would be scalded,organs would remain uneffected,they would begin to decay,they would experience pain,B,skin is used for protecting the body from harmful substances,0.800000011920929,1.7999999523162842,b356d338b7,test
1139,Barnyard bovines,eat organic chicken,eat eggs,eat beef,eat alfalfa hay,D,cows only eat plants,1.0,2.0,a8ecf6eaeb,test
1924,Desert environments features,tropical plants,tons of sun,massive rain totals,icy precipitation,B,a desert environment usually has a lot of sunlight,1.0,2.0,a8ecf6eaeb,test
9-440,"a large cluster of humans, dogs, apple trees, atmosphere and more can be called",army of ants,a community,a toy store,a shopping mall,B,an ecosystem contains large numbers of living organisms in a particular place,1.0,2.0,cf7109905e,test
9-528,"A person is considering various organs, and is looking at which ones will be most muscular. A contender for most muscular is",the lungs,the kidney,the heart,the liver,C,the heart is mostly made of muscle,0.800000011920929,1.399999976158142,b356d338b7,test
170,Which pair don't reproduce the same way?,rabbit and hare,mule and hinny,cat and catfish,caterpillar and butterfly,C,different organisms reproduce differently,1.0,1.7999999523162842,be7a45e47c,test
395,Which of the following is warm blooded?,toad,snake,turtle,skunk,D,a mammal is warm-blooded,1.0,2.0,9d751854d9,test
9-633,"A male bird spots a female of his species and begins a fancy dance, flashing his bright feathers around in the air, showing off. This male is attempting to procure",a manager,an agent,a meal,a reproductive companion,D,coloration is used to find a mate by some animals,1.0,2.0,b356d338b7,test
9-504,Vast quantities of metal can be obtained from,a quarry,concerts,forests,salt,A,rocks often contain large amounts of metal,1.0,1.600000023841858,7c933a44d8,test
8-192,Roasting a turkey requires adding what type of energy,Heat,Kinetic,Magnetic,Chemical,A,cooking food requires adding heat energy,1.0,1.7999999523162842,83ad69bf22,test
7-1108,Dry environments often,liberally use water for everything,allow plants to flourish,require people to move,institute rules about water usage,D,conserving water can be used for survival in a dry environment,1.0,2.0,a8ecf6eaeb,test
7-852,Phloem moves things around a plant similar to how,blood moves in a body,leaves move in the wind,water moves in a system,cars move on a street,A,phloem transports materials through the plant,1.0,1.7999999523162842,b356d338b7,test
761,Where would a polar bear be most comfortable?,Arizona,Georgia,Florida,Nebraska,D,polar bears live in cold environments,1.0,1.399999976158142,64d9056837,test
8-318,"When a plane is in the sky and is several miles away, the light seen is barely visible, but when it is drawing near",light is far away,light is more easily seen,light is more distant,light is further away,B,"as a source of light becomes closer , that source will appear brighter",1.0,2.0,b356d338b7,test
636,Members of rock bands often perform with,flutes,sandals,earplugs,gloves,C,musical instruments make sound when they are played,0.800000011920929,1.0,7189327f06,test
7-444,Muscles move bones to produce movement like when,arms are resting,hair is growing,smiles are invisible,toes are wiggled,D,muscles pull bones to move the bones,0.800000011920929,2.0,b356d338b7,test
8-57,How is electricity produced from the ocean?,decaying organic material from sealife,energy is accessed underwater from tides,drills to access oil supplies,chemical reactions produced from the salt in the water,B,tidal energy can be used to produce electricity,0.800000011920929,1.399999976158142,a9f90f5da1,test
9-187,small reptile's diet consists mostly of,invertebrates,insects,mammals,fish,B,lizards eat insects,1.0,2.0,dc78319bb0,test
1345,The life work of a flower is to,provide nice scents,be successfully fertilized,grow very tall,look pretty,B,a flower 's purpose is to produce seeds,1.0,2.0,a8ecf6eaeb,test
8-59,Which of these would create the most sound if struck with a metal spoon?,the plastic water bottle,the backside of a person,the hair on a doll,the chassis of a car,D,the type of material through which sound passes changes the speed at which sound travels,1.0,1.7999999523162842,cf7109905e,test
178,During landslides there is often a lot of,air,mud,snow,wind,B,storms can cause a landslide,1.0,2.0,7189327f06,test
9-1186,An example of a chemical reaction would be,A rusty fence,Sleeping,Drinking water,Rain,A,combining two substances chemically causes chemical reactions,1.0,1.7999999523162842,cee82219a0,test
82,The size of an object and the ability to see it more easily have what kind of relationship?,equal,inverse,direct,reverse,C,"as the size of an object appears larger , that object will be seen more easily",1.0,1.600000023841858,be7a45e47c,test
8-165,Tuna primarily eat,"parasites, soybeans and flaxseeds","sea turtles, sharks and coral reefs","spineless marine organisms, cartilaginous and gelatinous organisms","sea vegetables like kelp, Irish moss and Arame",C,tuna eat fish,0.800000011920929,1.7999999523162842,5ac34b743b,test
404,Evaporation of water can lead to,waterfalls,blizzards,earthquakes,hot springs,B,evaporation is when water is drawn back up into the air in the water cycle,1.0,1.399999976158142,7189327f06,test
279,What is an electrical energy conductor?,horseshoe,tire,cotton shirt,maple branch,A,metal is an electrical energy conductor,1.0,2.0,deb5664bc2,test
9-532,What kind of substance will cool when it touches a cold object?,warm,frozen,chilly,cold,A,if a hot substance is touches a cold object then that substance will likely cool,1.0,1.399999976158142,1e6dc77bb6,test
268,Scraping an object,may cause the object to grow in size,may cause the object to fall,may cause pieces to flake off the object,may cause the object to snap in half,C,scraping an object may cause small particles to break off of that object,1.0,1.7999999523162842,a8ecf6eaeb,test
7-1018,A pulley is used to lift a flag on a flagpole by,moving a rope sideways,putting something in the air,moving things with wheels,yanking string up a wheel,D,a pulley is used to lift a flag on a flagpole,0.800000011920929,1.600000023841858,b356d338b7,test
1756,Which animal lays eggs,emus,dogs,squirrels,giraffes,A,birds lay eggs,1.0,2.0,a8ecf6eaeb,test
1137,Dunes can be made out of the same thing as,clothes,food,forests,castles,D,sand dunes are made of sand,1.0,1.7999999523162842,7189327f06,test
7-203,A learned behavior is exhibited when,squinting in bright light,inhaling and exhaling during sleep,blinking and gulping air,nailing up a picture frame,D,using tools is a learned characteristic,1.0,1.7999999523162842,a8ecf6eaeb,test
745,Wax can be used similarly to,wood,rubber,water,metal,B,wax is an electrical insulator,1.0,1.600000023841858,7189327f06,test
7-902,Bill planted rapeseed in his field one year and soybeans the next in order to,get bigger yields,make things boring,keep things random,get smaller yields,A,crop rotation is when different crops are planted on a field in different years,1.0,2.0,0317ce7c33,test
1095,What is the primary reason my duck feather filled jacket works well against the snow,feathers slows heat transfer,the natural duck wax,a synthetic thick liner,small flexible solar panels,A,a thermal insulator slows the transfer of heat,1.0,1.7999999523162842,a9f90f5da1,test
7-163,Turbines churning seawater can be used to produce what?,a charge for appliances,large quantities of soup,large schools of fish,creating some sharp cheese,A,tidal energy can be used to produce electricity,0.800000011920929,2.0,d2ccffd14b,test
9-858,What will increase when a substance absorbs solar energy?,weight,height,hotness,nutrition,C,if a substance absorbs solar energy then that substance will increase in temperature,1.0,2.0,1e6dc77bb6,test
1530,Which of these travels through the air?,planets,thoughts,automobile,music,D,sound can travel through air,0.800000011920929,1.7999999523162842,303bb2cb4a,test
9-993,"A company makes notebooks for college courses, so their main material is",chips,water,grass,trees,D,creating paper requires cutting down trees,1.0,2.0,b356d338b7,test
8-340,Rain is usually guaranteed when all are present but,cirrus clouds,cumulus clouds,hail stones,direct sunshine,D,if weather is stormy then there is a greater chance of rain,0.800000011920929,1.7999999523162842,dc78319bb0,test
3,Sources of air pollution are,Walking,Landfills,Water,Chips,B,a landfill is a source of pollution,1.0,1.7999999523162842,6dc1e4d0a3,test
1074,What are iron nails made out of?,wood,plastic,metal,glass,C,iron nails are made of iron,1.0,2.0,488385949d,test
9-431,Putting one kind of soda into the same cup as another kind of soda is doing what to the substances?,combining,drinking,Subtracting,throwing,A,An example of combining two substances is pouring one substance into the other substance,1.0,2.0,bdb4135787,test
9-638,A moth leaving it's cocoon is the final step in a,life cycle,transformation,recycling process,chemical reaction,B,a moth undergoes metamorphosis,1.0,2.0,dc78319bb0,test
9-352,Which of these combinations would be desired if someone wanted to make a cutting implement that lasts a long time?,ice and snow,sticks and stones,snow and water,iron and carbon,D,alloys are made of two or more metals,1.0,2.0,0317ce7c33,test
226,Which of the following is powered the same way an electric car is?,a bicycle,a motorcycle,a propane grill,a blender,D,an electric car contains an electric motor,1.0,1.600000023841858,a9f90f5da1,test
9-132,Aluminum is what?,reprocessable,plastic,liquid,absorbent,A,aluminum is recyclable,1.0,2.0,1e6dc77bb6,test
9-222,To get warm frogs can,wear a Christmas sweater,Drink a hot chocolate,Go for a run,sit under a lamp,D,"as temperature in the environment increases , the body temperature of a reptile in that environment will increase",0.800000011920929,1.7999999523162842,cee82219a0,test
9-105,"if you put wine from a jug into a thin bottle, how come it conforms?",it exhibits absolute rigidity,it is a solid mass,all of these,it is a variable substance,D,Matter in the liquid phase has variable shape,1.0,1.7999999523162842,cf7109905e,test
7-459,Earthworms create tunnels in,ice,dirt,water,concrete,B,earthworms create tunnels in soil,1.0,2.0,78e0a411ed,test
9-881,when worms return nutrients from dead organisms to the soil by eating them it is known as,regurgitation,decomposition,recycling,burial,B,decomposition is when a decomposer recycles nutrients from dead organisms to the soil by eating those dead organisms,0.800000011920929,1.600000023841858,dc78319bb0,test
280,The aluminum cans were much hotter than the,gold jewelry,wooden fence,brass doorknob,steel pole,B,metal is a thermal conductor,0.800000011920929,1.600000023841858,7189327f06,test
187,Which of the following is not an input in photosynthesis?,sunlight,oxygen,water,carbon dioxide,B,"photosynthesis makes energy for the plant by converting carbon dioxide, water, and sunlight into carbohydrates",0.800000011920929,2.0,be7a45e47c,test
8-253,which of these are you most likely to find in a desert?,a hammer head shark,a big tilapia fish,a prickly horned male lizard,none of these,C,some lizards live in desert habitats,1.0,2.0,cf7109905e,test
9-482,"If your dog sits in an oxygen deficient chamber, what happens?",it will be fine,it will be happy,it will be comfortable,It will pass out,D,an animal requires oxygen for to breathe,1.0,2.0,cf7109905e,test
496,Which of the following can be used to turn on an electrical device?,solar-rechargeable battery,a wedge,a magnet,pressure gauge,A,an electrical device requires electricity to turn on,1.0,1.7999999523162842,6dc1e4d0a3,test
630,Which of the following contains large amounts of salt water?,The Amazon,The Nile,The Indian,The Mississippi,C,the ocean contains large amounts of salt water,0.800000011920929,1.7999999523162842,a9f90f5da1,test
9-16,The nimbleness of this animal is a key adaption that allows it to escape attacks from predators:,the butterfly,the sloth,the praying mantis,the antelope,D,some animals move quickly to escape predators,1.0,1.600000023841858,97e7d66d68,test
7-986,A person speaks English as her first language because,media is mainly in English,school is in English,she was genetically predisposed,she watched her parents speak,D,animals learn some behaviors from watching their parents,1.0,1.2000000476837158,7189327f06,test
7-787,what are eaten by honey producing insects?,they consume plants,they eat cows,plant reproduction parts,they eat flowers,C,bees eat pollen,0.800000011920929,1.600000023841858,cf7109905e,test
9-181,The Earth's closest heat source is,our celestial fireball,solar flares,gamma rays,big bang,A,the Sun is the star that is closest to Earth,1.0,2.0,dc78319bb0,test
1240,How can we see how wind effects sand?,sand is always moving,sandstorms create ripples in sand,sand is easy to move through,beaches often have waves in the sand,B,wind carries sand from one place to another place,0.800000011920929,1.399999976158142,b356d338b7,test
474,Fruit comes from what source,an organism that releases carbon dioxide,an organism that absorbs water through it's branches,an organism that absorbs oxygen,an organism that absorbs water through it's roots,D,plants are the source of fruit,0.800000011920929,1.2000000476837158,a8ecf6eaeb,test
1274,In which location would a groundhog hide from a wolf?,beside a tree,in the grass,on a stump,under the ground,D,living underground can be used for hiding from predators,1.0,2.0,303bb2cb4a,test
1531,Cutting down trees in a forest,leads to more habitats for animals,decreases the chance of erosion,increases the number of trees in the forest,leads to less habitats for animals,D,cutting down trees in a forest causes the number of trees to decrease in that forest,1.0,2.0,a8ecf6eaeb,test
8-321,"I chipped away at a toy doll and the surface became really rough, when I rub it against a piece of wood that will create an increase in",animals,resistance,water,sunshine,B,"as the roughness of something increases , the friction of that something will increase when its surface moves against another surface",1.0,1.600000023841858,cee82219a0,test
1321,The arctic is white in coloring,because it's overpopulated with polar bears,because it's covered in white lilies,because it's blanketed in crystalline ice water,because it's gets so little sunlight,C,the arctic environment is white in color from being covered in snow,1.0,2.0,a8ecf6eaeb,test
9-51,What would help to ensure that your dog remains free from hypothermia in January in Alaska?,Lots of meat,Lots of love,Vitamin supplements,An insulated room,D,an animal requires shelter,1.0,2.0,3f32b550f3,test
7-685,The majority of a lizard's diet consists of,fleas,crawlies,gummy worms,berries,B,lizards eat insects,1.0,1.399999976158142,b356d338b7,test
7-59,What food production happens in a leaf?,nutrient making process,the breathing,the respiration,the digestion,A,a leaf performs photosynthesis,1.0,2.0,cf7109905e,test
7-270,Plants are unable to grow if they have zero access to,a nice cool breeze,fresh soil with manure,a regular source of saltwater,needs required for creating chlorophyll,D,a plant requires sunlight to grow,0.800000011920929,1.399999976158142,b356d338b7,test
7-736,Which characteristic did a person inherit?,length of hair,number of friends,number of nails,length of shirt,C,the number of body parts of an organism is an inherited characteristic,0.800000011920929,1.2000000476837158,7189327f06,test
8-186,Selective deforestation has a negative impact on,rain clouds and ozone layer,"lakes, ponds and shellfish",greenhouse gases and algae,living organisms in ecosystem,D,cutting down trees has a negative impact on an organisms living in an ecosystem,1.0,1.399999976158142,5ac34b743b,test
224,Where would you find a mine?,in a tree,under a mountain,in the air,in the water,B,coal mine is a source of coal under the ground,1.0,1.600000023841858,be7a45e47c,test
8-206,What can cause people to crash their car?,Seeing a solar eclipse,Using their turn signals,Driving the speed limit,Keeping their eyes on the road,A,a decrease in visibility while driving can cause people to crash their car,1.0,1.600000023841858,8cb5b0688e,test
8-190,Coral grows in,frigid waters,tepid seas,glacial environments,jungle forests,B,usually coral lives in warm water,0.800000011920929,2.0,a8ecf6eaeb,test
7-334,"A Punnett square is used to identify the percent chance of a trait being passed down from a parent to its offspring, so",certain things may be featured,certain features may be predicted,certain traits may be given,certain features may be guaranteed,B,a Punnett square is used to identify the percent chance of a trait being passed down from a parent to its offspring,1.0,1.7999999523162842,b356d338b7,test
9-853,"A deer is eating in a field, and wants more food. Regardless of how hard the deer tries, the deer is unable to produce",longer antlers,food for itself,baby deer,urine,B,a consumer can not produce its own food,1.0,2.0,b356d338b7,test
8-367,Building new areas to dispose of refuse may lead to,community concerns over environmental impact,better air and soil quality,higher value on land parcels,improvement in water supply,A,landfills have a negative impact on the communities,1.0,1.7999999523162842,a8ecf6eaeb,test
1047,Evaporation,causes puddles to become dried out mud,causes fields of crops to grow faster,causes flowers to bloom abundantly,fills up irrigation ponds,A,evaporation causes amount of water to decrease,1.0,2.0,a8ecf6eaeb,test
9-454,"A field begins to bloom and blossom and plants need to be pollinated. In order to spread seeds, plants will most rely on",pythons,salmon,robins,craters,C,A bird is a pollinating animal,1.0,2.0,b356d338b7,test
1572,Which item urinates?,airplane,car,mammal,boat,C,all living things eliminate waste,1.0,2.0,0317ce7c33,test
8-373,All of the following are examples of evaporation apart from,Warm breath fogging up a mirror,Morning dew drying on the grass,The water level in a glass decreasing,Sweat drying on skin,A,evaporation causes amount of water to decrease,0.800000011920929,2.0,8cb5b0688e,test
9-772,The lunar cycle also changes,water,colors,the sun,planets,A,the Moon completes a lunar cycle over a period of 29 days,1.0,1.7999999523162842,cee82219a0,test
1852,An organism that makes food for itself,is nutritionally self sustaining,will die faster than other organisms,will need help sustaining strength,is reliant on other organisms for assistance,A,if an organism makes food for itself then that organism does not need to eat other organisms,1.0,2.0,a8ecf6eaeb,test
9-1090,What does the respiratory system transfer to the circulatory system?,food,water,nutrients,O,D,the respiratory system transfers oxygen to the circulatory system,0.800000011920929,1.600000023841858,1e6dc77bb6,test
7-769,"In a closed circuit, electricity will",burn out,charge itself,loop endlessly,resist flow,C,a closed circuit has continuous path,1.0,1.7999999523162842,b356d338b7,test
9-478,A Punnett square can be used to calculate the chance of a trait being passed to someone's,mother,grandfather,daughter,father,C,a Punnett square is used to identify the percent chance of a trait being passed down from a parent to its offspring,0.800000011920929,1.600000023841858,7c933a44d8,test
448,They looked where the log decayed to garden as it would leave the earth,richer,dryer,sandy,harder,A,decomposition increases the amount of nutrients in the soil,1.0,2.0,d2ccffd14b,test
7-417,what kind of temperature causes fur shedding?,in freezing cold,a high temperature,in any temperature,a low temperature,B,some animals shed fur in warm weather,0.800000011920929,1.7999999523162842,cf7109905e,test
7-108,exposure to fire could result in,wet items,cold items,none of these,combusted items,D,fire causes burning,1.0,2.0,cf7109905e,test
1506,What is an example of clear weather meaning sunny weather?,more stars are visible on clear nights,cloud cover protects from sunburn,clear days will be warmer,fewer clouds allow for more sunlight,D,clear weather means sunny weather,0.800000011920929,1.7999999523162842,b356d338b7,test
1712,The special tissues in plants that transport minerals throughout the plant are similar to,a wick,a funnel,a knife,a whisk,A,special tissues in plants transport minerals throughout the plant,0.800000011920929,1.7999999523162842,83ad69bf22,test
8-312,a compass is a kind of tool for determining direction by pointing,to western Canada shoreline,to the lower pole,to the upper pole,directly to the equator,C,a compass is a kind of tool for determining direction by pointing north,1.0,1.399999976158142,dc78319bb0,test
9-776,Which of these saws will last longer?,iron saw,aluminium saw,plastic saw,wooden saw,A,"as the time a tool lasts increases , the number of tools discarded will decrease",0.800000011920929,2.0,0317ce7c33,test
8-279,"although there are many stars visible in the night sky, which is most visible in the day?",the single moon close to us,the orion star cluster,the sun that shines all day,all of these,C,the Sun is the star that is closest to Earth,1.0,2.0,cf7109905e,test
9-621,The moon is known for having what feature?,frozen streams of water,large bowl shaped cavities,caves formed by solar winds,groups of large trees,B,the moon 's surface contains many craters,1.0,1.7999999523162842,9cc91104fa,test
1823,Cellular respiration's trash is,a bug's treasure,a cow's treasure,a plant's treasure,everyone's trash,C,In the cellular respiration process carbon dioxide is a waste product,1.0,1.600000023841858,a8ecf6eaeb,test
9-735,Which of the following human activities can lead to a change in the local ecosystem?,swimming in a lake,building a new subdivision,dancing in a field,going for a hike,B,humans building homes in an ecosystem causes that environment to change,1.0,1.7999999523162842,97e7d66d68,test
7-1170,A bird that takes off flying is,using heat to produce motion,using calories to produce motion,using wings to produce heat,using calories to produce energy,B,moving changes stored energy into motion and heat,0.800000011920929,1.600000023841858,b356d338b7,test
1500,The leading cause of soil and rock erosion is,H2O,CO2,NaCl,Fe,A,water causes the most soil and rock erosion,1.0,2.0,a8ecf6eaeb,test
342,Which of these foods might have a negative impact on humans?,Organic corn,Conventional corn,Organic potato,Organic Apples,B,eating food that contains pesticides can have a negative impact on humans,1.0,1.399999976158142,e57e0b59c9,test
7-356,What kind of implement is a compass?,to test heat,for wind speed,it measures distance,it shows direction,D,a compass is a kind of tool for determining direction by pointing north,1.0,2.0,cf7109905e,test
78,Nectar is taken to,flowers,a hive,a stream,a nest,B,bees convert nectar into honey,0.800000011920929,1.600000023841858,7189327f06,test
9-520,what is the closest source of plasma to our planet?,all of these,the cloud in the sky,the nearest star sulfur burning heavenly body,the bare moon surface,C,plasma is formed by electrons separating from atoms in stars,0.800000011920929,2.0,cf7109905e,test
7-653,"A sailor needs to navigate to the shore, and does this by",closing the sails quickly,setting out to sea,making an adjustment to the rudder,taking the afternoon off,C,An example of navigation is directing a boat,0.800000011920929,2.0,b356d338b7,test
1112,A bat starts its life similarly to a,chicken,pig,butterfly,duck,B,a bat births live young,1.0,1.600000023841858,7189327f06,test
9-152,"In order to catch a rabbit, a predator must be",big,quick,slow,small,B,if an organism 's prey moves quickly then that organism may need to move quickly to catch its prey,1.0,1.7999999523162842,3c248b4dc4,test
9-552,"If a bird is a carnivore, then it is likely a(n)",prey,predator,herbivore,canary,B,some birds are predators,1.0,2.0,3c248b4dc4,test
7-262,A warm-weather organism can be found in,the Sahara,the mountains,the ocean,the sewers,A,warm-weather organisms live in warm climates,1.0,1.7999999523162842,b356d338b7,test
7-683,"When approaching an elephant from a great distance,",it stays large,it grows larger,it gets bigger,it looks bigger,D,"as distance from an object decreases , that object will appear larger",1.0,1.600000023841858,b356d338b7,test
276,What would cause a human to grow?,light waves,eating wheat,photosynthesis,marching,B,humans eat crops,1.0,2.0,6dc1e4d0a3,test
7-855,A saguaro has adaptations for an environment with,lots of snow,many people,less water,more water,C,changes in an environment cause plants to adapt to survive,0.800000011920929,1.600000023841858,7189327f06,test
664,There are less hummingbirds by this house than before because of,a feeder at this house,the birds no longer like feeders,the size of the feeder,a feeder at another house,D,feeders attract animals to a location,0.800000011920929,1.3300000429153442,7189327f06,test
9-883,the  oceans are full of,water lilies,guppies,sea life,fresh water,C,aquatic animals live in bodies of water,1.0,1.2000000476837158,dc78319bb0,test
9-550,A light was off because the cord was,sitting on the table,attached to the wall,attached to an extension cord,attached to a battery pack,A,electricity can not flow through an open circuit,1.0,1.7999999523162842,7189327f06,test
8-493,"In the hottest months in the hottest desert, creatures such as birds may find water to drink",in sticks,in pebbles,in sand,in spiked plants,D,a cactus stem is used for storing water,1.0,2.0,b356d338b7,test
9-257,Why might a polar bear grow white hair?,look fancy,random,blend in,stand out,C,camouflage is used for hiding by animals against predators,1.0,2.0,0317ce7c33,test
1239,Xylem,discourages pests from landing on leaves,allows plants to move carbon dioxide from root to stems,carries seedlings from roots to leaves,allows plants to move rain thru their systems,D,xylem carries water from the roots of a plant to the leaves of a plant,0.800000011920929,1.600000023841858,a8ecf6eaeb,test
869,A food that is a source of heat is,ramen,salad,ice cream,sushi,A,a warm something is a source of heat,0.800000011920929,1.600000023841858,7189327f06,test
7-1105,When heat is added to something,contaminates may be destroyed,bacterial can grow more rapidly,viruses may be picked up,the thing loses energy,A,adding heat to something kills viruses in that something,1.0,1.2000000476837158,b356d338b7,test
597,The heart is an example of,a part of the nervous system,an organ that filters toxins,a self-healing protector from germs,something protected by the skeletal system,D,the skeletal system protects internal organs,1.0,1.7999999523162842,a9f90f5da1,test
