link,question_number,flores_passage,question,mc_answer1,mc_answer2,mc_answer3,mc_answer4,correct_answer_num,dialect,ds
https://en.wikinews.org/wiki/Hungary%27s_St_Stephen%27s_Day_hit_by_storm:_3_left_dead,2,پنج دقیقه از زمان نمایش بادی شروع به وزش می کند، حدود یک دقیقه بعد، باد به 70 کیلومتر در ساعت می رسد ... سپس باران می آید، اما آنقدر سخت و آنقدر بزرگ است که مانند سوزن به پوست شما سیلی می‌زند، سپس تگرگ از آسمان می‌بارد، مردم وحشت زده ، فریاد می کشند و فرار می کنند. آرمند ورساچه گفت: «من خواهر و دوستم را از دست دادم و در مسیر من دو معلول روی صندلی چرخدار بودند، مردم فقط می پریدند و آنها را هل می‌دادند».,به گفته ورساچه* چه زمانی شدیدترین بادها شروع به وزیدن کردند؟,پنج دقیقه بعد از شروع نمایش,پس از باران,پس از اینکه خواهرش را گم کرد,پیش از تگرگ,4,pes_Arab,2023-06-07
https://en.wikinews.org/wiki/Hurricane_Fred_churns_the_Atlantic,1,به گفته هواشناسان، این طوفان، که در حدود 645 مایلی (1040 کیلومتری) غرب جزایر کیپ ورد واقع شده است، احتمالاً قبل از اینکه خطری برای زمین‌ها ایجاد کند محو می‌شود. «فرِد» درحال حاضر بادهایی با سرعت 105 مایل در ساعت (165 کیلومتر در ساعت) در خود دارد و به سمت شمال غرب در حرکت است. «فرِد» سهمگین‌ترین تندباد استوایی است که از زمان اختراع تصویربرداری ماهواره‌ای در جنوب و شرق اقیانوس اطلس ثبت شده است، و تنها سومین طوفان بزرگ در تاریخ است که در شرق 35 درجه غربی رخ می‌دهد.,پیش از «فرِد»، چند طوفان بزرگ در شرق 35 درجه غربی ثبت شده بود؟,هیچ,سه,دو,یک,3,pes_Arab,2023-06-07
https://en.wikinews.org/wiki/Hurricane_Fred_churns_the_Atlantic,2,به گفته هواشناسان، این طوفان، که در حدود 645 مایلی (1040 کیلومتری) غرب جزایر کیپ ورد واقع شده است، احتمالاً قبل از اینکه خطری برای زمین‌ها ایجاد کند محو می‌شود. «فرِد» درحال حاضر بادهایی با سرعت 105 مایل در ساعت (165 کیلومتر در ساعت) در خود دارد و به سمت شمال غرب در حرکت است. «فرِد» سهمگین‌ترین تندباد استوایی است که از زمان اختراع تصویربرداری ماهواره‌ای در جنوب و شرق اقیانوس اطلس ثبت شده است، و تنها سومین طوفان بزرگ در تاریخ است که در شرق 35 درجه غربی رخ می‌دهد.,هنگامی که فرد در نزدیکی جزایر کیپ ورد بود، به سمت کدام سمت حرکت می‌کرد؟,غرب,جنوب,شرق,شمال غرب,4,pes_Arab,2023-06-07
https://en.wikinews.org/wiki/IEEE_approves_802.11n_standard_after_six_years,1,سری 802.11n استاندارد در هر دو فرکانس 2.4 گیگاهرتز و 5.0 گیگاهرتز کار می‌کند. این امر سبب می‌شود که با سری‌های قبلی 802.11a، 802.11b و 802.11g سازگاری داشته باشد، به شرط اینکه ایستگاه پایه مجهز به رادیوهای دوگانه باشد. سرعت 802.11n بسیار سریعتر از سیستم‌های قبلی است که حداکثر خروجی تئوری آنها 600Mbit/s بود.,کدام یک سرعتی بیشتر از سیستم‌های قبلی خود دارد؟,802.11n,802.11b,802.11g,802.11a,1,pes_Arab,2023-06-07
https://en.wikinews.org/wiki/IEEE_approves_802.11n_standard_after_six_years,2,سری 802.11n استاندارد در هر دو فرکانس 2.4 گیگاهرتز و 5.0 گیگاهرتز کار می‌کند. این امر سبب می‌شود که با سری‌های قبلی 802.11a، 802.11b و 802.11g سازگاری داشته باشد، به شرط اینکه ایستگاه پایه مجهز به رادیوهای دوگانه باشد. سرعت 802.11n بسیار سریعتر از سیستم‌های قبلی است که حداکثر خروجی تئوری آنها 600Mbit/s بود.,سازگاری 802.11n با 802.11b مستلزم چه چیزی است؟,سرعت بسیار بالاتر,توانایی 802.11b برای کار در 5.0 گیگاهرتز ,توان خروجی 600 مگابیت بر ثانیه,رادیوهای دوگانه,4,pes_Arab,2023-06-07
https://en.wikinews.org/wiki/Ian_Thorpe_starts_to_recover_from_chest_pains,1,برنده مدال طلای المپیک در شنای 100 متر و 200 متر آزاد و شنای سه‌گانه در بازی‌های کشورهای مشترک‌المنافع بود، اما به دلیل شکایت وی، در خصوص آمادگی جسمانی او در این مسابقات تردید وجود داشته‌ است. او نتوانسته است داروهای مورد نیاز برای غلبه بر درد خود را دریافت کند چون این دارو‌ها ممنوع هستند.,وی دارنده مدال طلای المپیک به دلیل شنا در بازی‌های مشترک المنافع چند رویداد بود؟,پنج,سه,دو,چهار,1,pes_Arab,2023-06-07
https://en.wikinews.org/wiki/Ian_Thorpe_starts_to_recover_from_chest_pains,2,برنده مدال طلای المپیک در شنای 100 متر و 200 متر آزاد و شنای سه‌گانه در بازی‌های کشورهای مشترک‌المنافع بود، اما به دلیل شکایت وی، در خصوص آمادگی جسمانی او در این مسابقات تردید وجود داشته‌ است. او نتوانسته است داروهای مورد نیاز برای غلبه بر درد خود را دریافت کند چون این دارو‌ها ممنوع هستند.,چرا برنده مدال طلای المپیک دارویی برای درد خود مصرف نکرد؟,او هیچگونه دردی نداشت,باعث می‌شد احساس کسالت کند,نگران اثرات منفی آن بر سلامت خود بود,دارو در بازی‌های کشورهای مشترک‌المنافع ممنوع بود,4,pes_Arab,2023-06-07
https://en.wikinews.org/wiki/Icelandic_Hekla_volcano_shows_signs_of_activity,1,بررسی سازمان زمین‌شناسی آمریکا روی نقشه بین‌المللی زلزله نشان می‌دهد که در هفته گذشته در ایسلند هیچ زمین‌لرزه‌ای روی نداده است. همچنین اداره هواشناسی ایسلند هیچ فعالیت زمین‌لرزه‌ای را در 48 ساعت گذشته در منطقه Hekla گزارش نکرده است. فعالیت بزرگ زمین‌لرزه‌ای که منجر به تغییر فاز شد روز 10 مارس در سمت شمال شرقی دهانه قلّه آتش‌فشان رخ داده بود. وجود ابرهای تیره‌ای که ارتباطی با هیچ‌گونه فعالیت آتش‌فشانی نداشت در کوهپایه گزارش شد. ابرها پتانسیل سردرگم کردن ما در مورد اینکه آیا یک فوران واقعی رخ داده می‌دهد یا خیر، را دارند.,با توجه به متن، چه چیزی می‌توانست منجر به سردرگمی درباره فعالیت زمین‌لرزه شود؟,وجود ابرهای تیره,گزارش‌هایی از اداره هواشناسی ایسلند,نقشه بین‌المللی زلزله,فعالیت گزارش‌شده در سایر نقاط ایسلند,1,pes_Arab,2023-06-07
https://en.wikinews.org/wiki/Icelandic_Hekla_volcano_shows_signs_of_activity,2,بررسی سازمان زمین‌شناسی آمریکا روی نقشه بین‌المللی زلزله نشان می‌دهد که در هفته گذشته در ایسلند هیچ زمین‌لرزه‌ای روی نداده است. همچنین اداره هواشناسی ایسلند هیچ فعالیت زمین‌لرزه‌ای را در 48 ساعت گذشته در منطقه Hekla گزارش نکرده است. فعالیت بزرگ زمین‌لرزه‌ای که منجر به تغییر فاز شد روز 10 مارس در سمت شمال شرقی دهانه قلّه آتش‌فشان رخ داده بود. وجود ابرهای تیره‌ای که ارتباطی با هیچ‌گونه فعالیت آتش‌فشانی نداشت در کوهپایه گزارش شد. ابرها پتانسیل سردرگم کردن ما در مورد اینکه آیا یک فوران واقعی رخ داده می‌دهد یا خیر، را دارند.,با توجه به متن، تغییر فاز چه زمانی اتفاق افتاد؟,پیش از 10 مارس,طی 48 ساعت گذاشته,10 مارس,در هفته قبل,3,pes_Arab,2023-06-07
https://en.wikinews.org/wiki/India%27s_flag_lands_on_Moon,1,مدارگرد ماه بدون سرنشین Chandrayaan-1 کاوش‌گر ماه خود (MIP) را پرتاب کرد؛ این کاوش‌گر حرکت تند و تیزی را با سرعت 1.5 کیلومتر بر ثانیه (3000 مایل بر ساعت) روی سطح ماه داشت و نزدیک قطب جنوب ماه با موفقیت فرود اضطراری کرد. کاوشگر ماه علاوه بر حمل سه ابزار مهم علمی، تصویر پرچم ملی هند را نیز به همراه داشت که روی تمام ضلع‌های آن چاپ شده بود.,کدام یک از عبارات زیر درباره کاوشگر ماه Chandrayaan-1 صحیح نیست؟,مدارگردی که کاوشگر را پرتاب کرد، سرنشین داشت,کاوشگر حامل ابزاری حیاتی بود,پرتاب کاوشگر با موفقیت انجام شد,کاوشگر حاشیه‌های رنگ‌آمیزی‌شده داشت,1,pes_Arab,2023-06-07
https://en.wikinews.org/wiki/India%27s_flag_lands_on_Moon,2,مدارگرد ماه بدون سرنشین Chandrayaan-1 کاوش‌گر ماه خود (MIP) را پرتاب کرد؛ این کاوش‌گر حرکت تند و تیزی را با سرعت 1.5 کیلومتر بر ثانیه (3000 مایل بر ساعت) روی سطح ماه داشت و نزدیک قطب جنوب ماه با موفقیت فرود اضطراری کرد. کاوشگر ماه علاوه بر حمل سه ابزار مهم علمی، تصویر پرچم ملی هند را نیز به همراه داشت که روی تمام ضلع‌های آن چاپ شده بود.,کدام یک از عبارات زیر به طور دقیق کاوش‌گر ماه را توصیف می‌کند؟,در نزدیکی قطب شمال ماه فرود آمد,فرود اضطراری آن موفقیت‌آمیز بود,از یک مدارگرد دارای سرنشین‌ پرتاب شد,دو ابزار مهم را حمل می‌کرد,2,pes_Arab,2023-06-07
https://en.wikinews.org/wiki/India_struggles_with_encephalitis_outbreak,1,اولین مورد این بیماری در این فصل در اواخر جولای گزارش شد. خوک‌ها حامل این بیماری هستند و سپس از طریق پشه ها به انسان منتقل می‌شود. شیوع این بیماری دولت هند را واداشته تا به اقداماتی مثل اعزام شکارچیان خوک در مناطق شدیداً‌ آلوده، توزیع هزاران پشه‌بند و پاشیدن حشره‌کش مبادرت ورزد. چند میلیون ویال از واکسن انسفالیت نیز توسط دولت وعده داده شده است که به آماده‌سازی نهادهای بهداشتی برای سال آینده کمک خواهد کرد. طرح‌های واکسن‌رسانی به مناطقی که امسال به‌لحاظ تاریخی بیشترین بیماری را داشته‌اند به دلیل کمبود بودجه و اولویت‌دهی پایین این بیماری نسبت به سایر بیماری‌ها به تأخیر افتاد.,با توجه به متن، کدام اقدام حفاظتی در برابر بیماری در مرحله آخر اجرا می‌شود؟,حشره‌کش‌ها,شکارچیان خوک,واکسن انسفالیت,پشه‌بند,3,pes_Arab,2023-06-07
https://en.wikinews.org/wiki/India_struggles_with_encephalitis_outbreak,2,اولین مورد این بیماری در این فصل در اواخر جولای گزارش شد. خوک‌ها حامل این بیماری هستند و سپس از طریق پشه ها به انسان منتقل می‌شود. شیوع این بیماری دولت هند را واداشته تا به اقداماتی مثل اعزام شکارچیان خوک در مناطق شدیداً‌ آلوده، توزیع هزاران پشه‌بند و پاشیدن حشره‌کش مبادرت ورزد. چند میلیون ویال از واکسن انسفالیت نیز توسط دولت وعده داده شده است که به آماده‌سازی نهادهای بهداشتی برای سال آینده کمک خواهد کرد. طرح‌های واکسن‌رسانی به مناطقی که امسال به‌لحاظ تاریخی بیشترین بیماری را داشته‌اند به دلیل کمبود بودجه و اولویت‌دهی پایین این بیماری نسبت به سایر بیماری‌ها به تأخیر افتاد.,این بیماری چگونه به انسان منتقل می‌شود؟,پشه‌ها,حشره‌کش‌ها,خوک‌ها,شکارچیان خوک,1,pes_Arab,2023-06-07
https://en.wikinews.org/wiki/Indiana_legislators_vote_for_state_constitutional_ban_on_same-sex_marriage,1,اصلاحیه پیشنهادی از قبل در هر دو مجلس در سال 2011 به تصویب رسیده است. این‌بار در جلسه قانون‌گذاری تغییری رخ داد، به این ترتیب که مجازات ثانویه را ابتدا مجلس نمایندگان حذف کرد و سپس مجلس سنا آن را روز دوشنبه به شکل مشابهی تصویب نمود. عدم تصویب حکم دوم، که پیشنهاد ممنوعیت اتحادیه‌های مدنی همجنس‌گرا را مطرح کرده بود، احتمالاً می‌تواند در آینده پای اتحادیه‌های مدنی را باز کند. متعاقب این فرآیند، HJR-3 دوباره توسط قوّه مقننه برگزیده بعدی یا در سال 2015 و یا 2016 بازبینی خواهد شد تا به جریانش ادامه دهد.,عدم تصویب مجازات ثانویه می‌تواند به چه نتیجه‌ای منجر شود؟,بررسی فوری HJR-3,حقوق اتحادیه‌های مدنی همجنس‌گرا در آینده,جلسه قانون‌گذاری فوریتی,ممنوعیت اتحادیه‌های مدنی همجنس‌گرا,2,pes_Arab,2023-06-07
https://en.wikinews.org/wiki/Indiana_legislators_vote_for_state_constitutional_ban_on_same-sex_marriage,2,اصلاحیه پیشنهادی از قبل در هر دو مجلس در سال 2011 به تصویب رسیده است. این‌بار در جلسه قانون‌گذاری تغییری رخ داد، به این ترتیب که مجازات ثانویه را ابتدا مجلس نمایندگان حذف کرد و سپس مجلس سنا آن را روز دوشنبه به شکل مشابهی تصویب نمود. عدم تصویب حکم دوم، که پیشنهاد ممنوعیت اتحادیه‌های مدنی همجنس‌گرا را مطرح کرده بود، احتمالاً می‌تواند در آینده پای اتحادیه‌های مدنی را باز کند. متعاقب این فرآیند، HJR-3 دوباره توسط قوّه مقننه برگزیده بعدی یا در سال 2015 و یا 2016 بازبینی خواهد شد تا به جریانش ادامه دهد.,با توجه به متن، مجازات ثانویه چه زمانی حذف شد؟,طی جلسه قانون‌گذاری,در سال 2011,در روز دوشنبه,در سال 2015,1,pes_Arab,2023-06-07
https://en.wikinews.org/wiki/Investigation_of_Deutsche_Bank_headquarters_spills_into_second_day,1,«Panama Papers» اصطلاحی فراگیر برای تقریباً ده میلیون سند از موسسه حقوقی پاناما، Mossack Fonseca است که در بهار سال 2016 به مطبوعات درز کرد. اسناد حاکی از آن بود که چهارده بانک به مشتریان سرمایه‌دار کمک کرده بودند سرمایه‌ای به ارزش میلیاردها دلار آمریکا را برای دور زدن مالیات‌ها و سایر مقررات پنهان کنند. روزنامه بریتانیایی گاردین معتقد است که دویچه بانک تقریباً یک سوم از 1200 شرکت صوری را که برای انجام این کار استفاده می‌کردند، تحت کنترل داشته است. اعتراضاتی در سراسر جهان، و چندین مورد تعقیب کیفری در جریان بود، ضمن اینکه رهبران دولت‌های ایسلند و پاکستان هردو کناره‌گیری کردند.,اسناد Panama Papers به کجا درز کرد؟,شرکت Mossack Fonseca,مطبوعات,دویچه بانک,رهبران دولت‌های ایسلند,2,pes_Arab,2023-06-07
https://en.wikinews.org/wiki/Investigation_of_Deutsche_Bank_headquarters_spills_into_second_day,2,«Panama Papers» اصطلاحی فراگیر برای تقریباً ده میلیون سند از موسسه حقوقی پاناما، Mossack Fonseca است که در بهار سال 2016 به مطبوعات درز کرد. اسناد حاکی از آن بود که چهارده بانک به مشتریان سرمایه‌دار کمک کرده بودند سرمایه‌ای به ارزش میلیاردها دلار آمریکا را برای دور زدن مالیات‌ها و سایر مقررات پنهان کنند. روزنامه بریتانیایی گاردین معتقد است که دویچه بانک تقریباً یک سوم از 1200 شرکت صوری را که برای انجام این کار استفاده می‌کردند، تحت کنترل داشته است. اعتراضاتی در سراسر جهان، و چندین مورد تعقیب کیفری در جریان بود، ضمن اینکه رهبران دولت‌های ایسلند و پاکستان هردو کناره‌گیری کردند.,با توجه به متن، مطبوعات بریتانیا مدعی شدند که چه‌کسی مدیریت بسیاری از شرکت‌های مورداستفاده برای پنهان کردن ثروت را برعهده داشت؟,مشتریان سرمایه‌دار چندین بانک,شرکت‌های حقوقی پاناما,دویچه بانک,دولت پاکستان,3,pes_Arab,2023-06-07
https://en.wikinews.org/wiki/Iranian_passenger_jet%27s_wheel_catches_fire,1,حوادث هوایی در ایران رایج است، این کشور دارای ناوگان پیری است که هم در عملیات‌‌‌های غیرنظامی و هم عملیات نظامی به شکل ضعیفی تعمیر و نگهداری می‌شود. تحریم‌های بین‌المللی مانع از خرید هواپیمای جدید شده است. اوایل این هفته سقوط یک هلیکوپتر پلیس منجر به کشته شدن سه نفر و زخمی شدن سه نفر دیگر شد. ماه گذشته ایران با بدترین فاجعه هوایی سال‌های اخیر روبرو شد، و آن زمانی بود که یک هواپیمای مسافری به مقصد ارمنستان سقوط کرد و منجر به مرگ 168 نفر مسافر آن شد. در همین ماه، یک هواپیمای مسافربری دیگر از باند فرود مشهد خارج شد و با دیوار برخورد کرد و هفده نفر را به کشتن داد.,کدام یک از سوانح هوایی بیشترین تلفات را داشته است؟,سقوط هواپیمای مسافری ایران به مقصد ارمنستان,سقوط هلیکوپتر پلیس,سقوط هواپیما از ارمنستان به مقصد ایران,سقوط هواپیما در مشهد,1,pes_Arab,2023-06-07
https://en.wikinews.org/wiki/Iranian_passenger_jet%27s_wheel_catches_fire,2,حوادث هوایی در ایران رایج است، این کشور دارای ناوگان پیری است که هم در عملیات‌‌‌های غیرنظامی و هم عملیات نظامی به شکل ضعیفی تعمیر و نگهداری می‌شود. تحریم‌های بین‌المللی مانع از خرید هواپیمای جدید شده است. اوایل این هفته سقوط یک هلیکوپتر پلیس منجر به کشته شدن سه نفر و زخمی شدن سه نفر دیگر شد. ماه گذشته ایران با بدترین فاجعه هوایی سال‌های اخیر روبرو شد، و آن زمانی بود که یک هواپیمای مسافری به مقصد ارمنستان سقوط کرد و منجر به مرگ 168 نفر مسافر آن شد. در همین ماه، یک هواپیمای مسافربری دیگر از باند فرود مشهد خارج شد و با دیوار برخورد کرد و هفده نفر را به کشتن داد.,کدام یک از موارد زیر دلیل بر فراوانی رخداد سوانح هوایی در ایران نیست؟,ناوگان هواپیمایی نظامی و غیرنظامی پیر,کمبود بودجه برای خرید هواپیماهای جدید,تحریم‌هایی که مانع از خرید هواپیماهای جدید می‌شود,تعمیر و نگهداری ضعیف از ناوگان هواپیمایی,3,pes_Arab,2023-06-07
https://en.wikinews.org/wiki/Iraq_Study_Group_Report:_Iraq_could_be_on_a_slide_towards_chaos,1,امروز گروه تحقیقاتی عراق گزارش خود را رأس ساعت 12:00 به وقت گرینویچ ارائه داد. این هشدار می دهد که هیچ کس نمی تواند تضمین کند که هرگونه اقدام در عراق در این مرحله، جنگ فرقه ای، خشونت رو به رشد و یا خیزش به سمت هرج و مرج را متوقف خواهد کرد. این گزارش با لایحه‌ای برای مذاکره آزادانه و تشکیل مجمعی در ایالات متحده درباره سیاست مربوط به خاورمیانه آغاز می‌شود. این گزارش بسیار حیاتی، تقریباً در مورد تمام جنبه‌های سیاست کنونی اجرایی در قبال عراق است و خواستار تغییر جهت فوری است. اولین مورد از 78 توصیه او بدین ترتیب است که ابتکار عمل دیپلماتیک جدید باید پیش از پایان سال جاری اتفاق بیفتد تا مرزهای عراق در برابر مداخلات خصمانه امن شود و روابط دیپلماتیک با همسایگانش از سر گرفته شود.,کدام مورد در گزارش گروه تحقیقاتی عراق قید نشده بود؟,انتقاد از پلیس فعلی,اعلامیه‌ای مبنی بر اینکه با تغییرات خاصی می‌توان از افزایش خشونت در عراق جلوگیری کرد,توصیه‌هایی برای حفظ امنیت مرزهای عراق,درخواست برای تشکیل مجمعی در ایالات متحده,2,pes_Arab,2023-06-07
https://en.wikinews.org/wiki/Iraq_Study_Group_Report:_Iraq_could_be_on_a_slide_towards_chaos,2,امروز گروه تحقیقاتی عراق گزارش خود را رأس ساعت 12:00 به وقت گرینویچ ارائه داد. این هشدار می دهد که هیچ کس نمی تواند تضمین کند که هرگونه اقدام در عراق در این مرحله، جنگ فرقه ای، خشونت رو به رشد و یا خیزش به سمت هرج و مرج را متوقف خواهد کرد. این گزارش با لایحه‌ای برای مذاکره آزادانه و تشکیل مجمعی در ایالات متحده درباره سیاست مربوط به خاورمیانه آغاز می‌شود. این گزارش بسیار حیاتی، تقریباً در مورد تمام جنبه‌های سیاست کنونی اجرایی در قبال عراق است و خواستار تغییر جهت فوری است. اولین مورد از 78 توصیه او بدین ترتیب است که ابتکار عمل دیپلماتیک جدید باید پیش از پایان سال جاری اتفاق بیفتد تا مرزهای عراق در برابر مداخلات خصمانه امن شود و روابط دیپلماتیک با همسایگانش از سر گرفته شود.,کدام یک از موارد زیر در گزارش گروه تحقیقاتی عراق مورد تأکید قرار نگرفته است؟,تضمینی برای جلوگیری از پیشرفت خشونت باید اعلام شود,تغییر جهت فوری,استفاده از مذاکره آزاد,ابتکار عمل دیپلماتیک جدید,1,pes_Arab,2023-06-07
https://en.wikinews.org/wiki/Italy_arrests_reputed_Mafia_boss_Lo_Piccolo,1,طبق گفته آنسا، «پلیس از چند جانی سطح بالا نگرانی داشت و می‌ترسید جرقه یک جنگ تمام‌عیار را بر سر جانشینی بزنند. پلیس اعلام کرد لوپیکولو دست راست پروونزو در پالرمو بود و دست بالا را داشت و به خاطر تجربه بیشترش توانسته بود احترام نسل قدیمی‌تر رئیس‌ها را جلب کند زیرا آنها از سیاست پروونزو در کوچک نگه‌داشتن در حد ضرورت و در عین حال تقویت شبکه قدرت‌شان تبعیت می‌کردند. پس از پایان دادن به ستیزه رینا علیه دولت که جان مبارزان ضد مافیا نظیر جووانی فالکونه و پائولو بورسلینو را در 1992 گرفت، این رئیس‌ها توسط پروونزانو مهار شدند.»,به گفته پلیس چه کسی دست راست پروونزانو محسوب می‌شد؟,جووانی فالکونه,لوپیکولو,آنسا,پائولو بورسلینو,2,pes_Arab,2023-06-07
https://en.wikinews.org/wiki/Italy_arrests_reputed_Mafia_boss_Lo_Piccolo,2,طبق گفته آنسا، «پلیس از چند جانی سطح بالا نگرانی داشت و می‌ترسید جرقه یک جنگ تمام‌عیار را بر سر جانشینی بزنند. پلیس اعلام کرد لوپیکولو دست راست پروونزو در پالرمو بود و دست بالا را داشت و به خاطر تجربه بیشترش توانسته بود احترام نسل قدیمی‌تر رئیس‌ها را جلب کند زیرا آنها از سیاست پروونزو در کوچک نگه‌داشتن در حد ضرورت و در عین حال تقویت شبکه قدرت‌شان تبعیت می‌کردند. پس از پایان دادن به ستیزه رینا علیه دولت که جان مبارزان ضد مافیا نظیر جووانی فالکونه و پائولو بورسلینو را در 1992 گرفت، این رئیس‌ها توسط پروونزانو مهار شدند.»,طبق اطلاعات ارائه‌شده در متن، علت مرگ فالکونه چه بود؟,وی طی ستیزه رینا کشته شد,وی توسط پلیس کشته شد,لوپیکولو دستور کشتن او را داد,وی توسط یکی از همکاران مافیایی پائولو بورسلینو کشته شد,1,pes_Arab,2023-06-07
https://en.wikinews.org/wiki/Japanese_Olympic_judoka_Hitoshi_Saito_dies_aged_54,1,جودوکار ژاپنی هیتوشی سایتو، برنده دو مدال طلای المپیک، در 54 سالگی از دنیا رفته است. علت مرگش سرطان مجرای صفراوی داخل کبدی اعلام شد. او سه‌شنبه در اوزاکا درگذشت. همچنین به عنوان یک قهرمان اسبق المپیک و جهان، سایتو در زمان مرگش، رئیس کمیته آموزش فدراسیون جودو ژاپن بود.,کدام یک از موارد زیر جزو افتخارات هیتوشی سایتو نیست؟,دو مرتبه قهرمانی جهان,رياست کمیته آموزش فدراسیون جودو ژاپن,دو مرتبه برنده مدال طلای المپیک,متخصص جودو,1,pes_Arab,2023-06-07
https://en.wikinews.org/wiki/Japanese_tourist_travels_through_37_countries_on_just_$2,1,ایوازاکی در طی سفر خود، در بسیاری از موقعیت‌ها دچار دردسر شد. او مورد حمله دزدان دریایی قرار گرفت، یک سگ هار در تبت به او حمله کرد، از ازدواج در نپال فرار کرد و در هندوستان دستگیر شد.,ایوازاکی کجا توانست از پیمان بستن فرار کند؟,ژاپن,نپال,هند,تبت,2,pes_Arab,2023-06-07
https://en.wikinews.org/wiki/Japanese_tourist_travels_through_37_countries_on_just_$2,2,ایوازاکی در طی سفر خود، در بسیاری از موقعیت‌ها دچار دردسر شد. او مورد حمله دزدان دریایی قرار گرفت، یک سگ هار در تبت به او حمله کرد، از ازدواج در نپال فرار کرد و در هندوستان دستگیر شد.,چه کسی به ایوازاکی حمله کرد؟,همسر احتمالی وی,دزدان دریایی,سگ,پلیس,3,pes_Arab,2023-06-07
https://en.wikinews.org/wiki/Jenson_Button_wins_2006_Hungarian_Grand_Prix,1,جانکارلو فیزیکلا کنترل خودروی خودش را از دست داد و مدت کمی پس از شروع از مسابقه خارج شد. هم تیمی او فرناندو آلونسو در بیشتر مسابقه در صدر جدول قرار داشت، اما بلافاصله بعد از پیت استاپ او، احتمالاً به دلیل برخورد شدید چرخ جلوی سمت راست این جایگاه را از دست داد. «مایکل شوماخر» مدت کمی پس از «آلونسو» مسابقه‌اش را خاتمه داد که بدلیل آسیب سیستم تعلیق در طی نبردهای متعدد در طول مسابقه بوده است.,آلونسو چه زمانی از مسابقه خارج شد؟,بعد از اینکه شوماخر به چرخ جلویش آسیب زد,فیزیکلا کنترل خودرویش را از دست داد,پس از اینکه شوماخر به مسابقه خود پایان داد,پیش از قرار گرفتن در صدر جدول,2,pes_Arab,2023-06-07
https://en.wikinews.org/wiki/Jenson_Button_wins_2006_Hungarian_Grand_Prix,2,جانکارلو فیزیکلا کنترل خودروی خودش را از دست داد و مدت کمی پس از شروع از مسابقه خارج شد. هم تیمی او فرناندو آلونسو در بیشتر مسابقه در صدر جدول قرار داشت، اما بلافاصله بعد از پیت استاپ او، احتمالاً به دلیل برخورد شدید چرخ جلوی سمت راست این جایگاه را از دست داد. «مایکل شوماخر» مدت کمی پس از «آلونسو» مسابقه‌اش را خاتمه داد که بدلیل آسیب سیستم تعلیق در طی نبردهای متعدد در طول مسابقه بوده است.,چه چیزی باعث شد که شوماخر مسابقه‌اش را زودهنگام خاتمه دهد؟,وی کنترل خودرویش را از دست داد,تصادف با آلونسو,صدمه به چرخ توسط فیزیکلا,آسیب به سیستم تعلیق خودرو,4,pes_Arab,2023-06-07
https://en.wikinews.org/wiki/Judge_orders_Baltimore_City_prison_to_produce_plan_for_improvement,1,در 3 ماه اخیر، بیش از 80 فرد بازداشتی بدون اینکه رسماً تفهیم اتهام شوند، از مرکز رزرو مرکزی آزاد شده‌اند. در آپریل امسال، دستور موقتی توسط قاضی گلین علیه مرکز صادر شد مبنی بر آزادی زندانیانی که بیش از 24 ساعت در بازداشت هستند و پرونده آنها توسط کمیسر دادگاه رسیدگی نشده است. در صورت توافق، کمیسیونر وثیقه تعیین می‌کند و اتهامات بایگانی شده توسط مأمور دستگیری را رسمیت می‌بخشد. این اتهامات سپس وارد سیستم کامپیوتری دولت شده و از آنجا این پرونده پیگیری می‌شود. جلسه دادرسی همچنین تاریخی را مشخص می‌کند که مظنون حق محاکمه سریع را خواهد داشت.,با توجه به متن، تعیین وثیقه برای دستگیرشدگان وظیفه کیست؟,افسر دستگیری,قاضی گلین,اداره رزرو مرکزی,کمیسیونر دادگاه,4,pes_Arab,2023-06-07
https://en.wikinews.org/wiki/Judge_orders_Baltimore_City_prison_to_produce_plan_for_improvement,2,در 3 ماه اخیر، بیش از 80 فرد بازداشتی بدون اینکه رسماً تفهیم اتهام شوند، از مرکز رزرو مرکزی آزاد شده‌اند. در آپریل امسال، دستور موقتی توسط قاضی گلین علیه مرکز صادر شد مبنی بر آزادی زندانیانی که بیش از 24 ساعت در بازداشت هستند و پرونده آنها توسط کمیسر دادگاه رسیدگی نشده است. در صورت توافق، کمیسیونر وثیقه تعیین می‌کند و اتهامات بایگانی شده توسط مأمور دستگیری را رسمیت می‌بخشد. این اتهامات سپس وارد سیستم کامپیوتری دولت شده و از آنجا این پرونده پیگیری می‌شود. جلسه دادرسی همچنین تاریخی را مشخص می‌کند که مظنون حق محاکمه سریع را خواهد داشت.,با توجه به قرار منع موقت مذکور در متن، بازداشت‌شدگان برای بازداشت بیش از 24 ساعت باید از چه حقی برخوردار باشند؟,وثیقه,جلسه با افسر دستگیری,تفهیم اتهام رسمی توسط قاضی گلین,دادرسی,4,pes_Arab,2023-06-07
