row_id,question_id,actual_answer,prediction,is_correct,split,question_fa,choice_A_fa,choice_B_fa,choice_C_fa,choice_D_fa,original_tokens,trim_percent,target_token_limit,original_explanation,rewritten_explanation
1001,Mercury_7013860,B,B,1,train,یک معلم مدلی از یک اتم هیدروژن می‌سازد. یک توپ گلف قرمز به عنوان پروتون و یک توپ گلف سبز به عنوان الکترون استفاده می‌شود. کدام یک در مورد این مدل نادرست است؟,تعداد ذرات,جرم نسبی ذرات,نوع ذرات موجود,بارهای ذرات موجود,77,100,77,مدل ارائه شده توسط معلم از نظر جرم نسبی ذرات دقیق نیست. در واقع، جرم پروتون بسیار بیشتر از جرم الکترون است و استفاده از توپ گلف برای هر دو ذره نمی‌تواند این تفاوت را به درستی نشان دهد. بنابراین، این مدل نمی‌تواند نمایانگر نسبت واقعی جرم ذرات در اتم هیدروژن باشد.,مدل معلم از نظر جرم نسبی ذرات نادرست است. جرم پروتون به طور قابل توجهی بیشتر از جرم الکترون است و استفاده از توپ گلف برای هر دو نمی‌تواند این تفاوت را به درستی نشان دهد. بنابراین، این مدل نسبت واقعی جرم ذرات در اتم هیدروژن را نمایان نمی‌کند.
1002,MCAS_2005_9_20,A,A,1,train,کدام‌یک از موارد زیر شباهتی بین امواج ایکس و امواج صداست؟,هر دو انرژی را منتقل می‌کنند.,هر دو به یک خلأ نیاز دارند.,هر دو سرعت یکسانی دارند.,هر دو فرکانس یکسانی دارند.,64,100,64,هر دو نوع موج، یعنی امواج ایکس و امواج صوتی، قادر به انتقال انرژی هستند. این ویژگی مشترک به آنها اجازه می‌دهد که اطلاعات و انرژی را از یک نقطه به نقطه دیگر منتقل کنند، هرچند که روش‌های انتقال و محیط‌های مورد نیاز برای آنها متفاوت است.,هر دو نوع موج، امواج ایکس و صوت، توانایی انتقال انرژی را دارند. این ویژگی مشترک به آنها امکان می‌دهد اطلاعات و انرژی را از یک نقطه به نقطه دیگر منتقل کنند، هرچند روش‌ها و محیط‌های انتقال متفاوت است.
1003,MEA_2014_5_13,A,A,1,train,منبع غذا و رشد برای یک قارچ چیست؟,موجودات در حال فساد,نور آفتاب,مواد معدنی در خاک,آب در خاک,69,100,69,قارچ‌ها به عنوان تجزیه‌کننده‌ها، از موجودات در حال پوسیدگی به عنوان منبع غذایی و رشد استفاده می‌کنند. آن‌ها مواد آلی را تجزیه کرده و از آن‌ها تغذیه می‌کنند، بنابراین موجودات در حال پوسیدگی منبع اصلی غذایی برای قارچ‌ها هستند.,قارچ‌ها به عنوان تجزیه‌کننده‌ها، از موجودات در حال پوسیدگی به عنوان منبع غذایی استفاده می‌کنند. آن‌ها این مواد آلی را تجزیه کرده و از آن‌ها تغذیه می‌کنند، بنابراین موجودات در حال پوسیدگی منبع اصلی غذایی برای قارچ‌ها هستند.
1004,MDSA_2007_5_15,C,C,1,train,زغال‌سنگ و خورشید از نظر منابع انرژی چگونه مقایسه می‌شوند؟,زغال‌سنگ تجدیدپذیر است و خورشید نیز تجدیدپذیر است.,زغال‌سنگ تجدیدپذیر است و خورشید غیرتجدیدپذیر است.,زغال‌سنگ غیرتجدیدپذیر است و خورشید تجدیدپذیر است.,زغال‌سنگ غیرتجدیدپذیر است و خورشید نیز غیرتجدیدپذیر است.,103,100,103,زغال‌سنگ یک منبع انرژی غیرقابل تجدید است زیرا در طول زمان به آرامی تشکیل می‌شود و پس از استخراج تمام می‌شود. در مقابل، انرژی خورشیدی یک منبع انرژی تجدیدپذیر است زیرا نور خورشید به طور مداوم در دسترس است و می‌توان از آن به طور نامحدود استفاده کرد. بنابراین، مقایسه صحیح این است که زغال‌سنگ غیرقابل تجدید و خورشید قابل تجدید است.,زغال‌سنگ یک منبع انرژی غیرتجدیدپذیر است که به آرامی تشکیل می‌شود و پس از استخراج تمام می‌شود. در مقابل، انرژی خورشیدی یک منبع تجدیدپذیر است که به طور مداوم در دسترس است و می‌توان به طور نامحدود از آن استفاده کرد. بنابراین، زغال‌سنگ غیرتجدیدپذیر و خورشید تجدیدپذیر است.
1005,Mercury_SC_400673,B,B,1,train,دور ریختن یک منبع، مانند کاغذ، مهم است زیرا,شرکت‌های کاغذ نمی‌توانند کاغذ کافی تولید کنند.,استفاده از کاغذ بازیافتی قطع درختان جدید را کاهش می‌دهد.,بیشتر کاغذها از گونه‌های درختانی تهیه می‌شوند که در معرض خطر هستند.,کاغذ بازیافتی از کاغذی که بدون بازیافت تهیه می‌شود، ارزان‌تر است.,69,100,69,بازیافت کاغذ به دلیل کاهش نیاز به قطع درختان جدید اهمیت دارد. با استفاده از کاغذ بازیافتی، می‌توان از تخریب جنگل‌ها جلوگیری کرد و به حفظ محیط زیست کمک کرد. این امر به ویژه در شرایطی که جنگل‌ها تحت فشار قرار دارند، بسیار حیاتی است.,بازیافت کاغذ به کاهش نیاز به قطع درختان جدید کمک می‌کند و از تخریب جنگل‌ها جلوگیری می‌کند. این موضوع به حفظ محیط زیست در شرایطی که جنگل‌ها تحت فشار هستند، اهمیت زیادی دارد.
1006,MDSA_2011_4_12,D,D,1,train,قورباغهٔ آواز کوهستانی گونه‌ای در خطر انقراض در مریلند است. علاوه بر از دست دادن زیستگاه، چه عاملی بیشتر احتمال دارد که باعث کاهش جمعیت این قورباغه شده باشد؟,افزایش منبع غذایی,محل‌های بیشتر برای تکثیر قورباغه‌ها,حفظ تالاب‌های بومی,سموم حل شده در آب,117,100,117,کاهش جمعیت قورباغه‌های کوهستانی به احتمال زیاد به دلیل وجود سموم حل شده در آب است. این سموم می‌توانند تأثیرات منفی بر سلامت قورباغه‌ها و زیستگاه‌های آن‌ها داشته باشند و به کاهش جمعیت آن‌ها منجر شوند. در حالی که از دست رفتن زیستگاه نیز یک عامل مهم است، وجود سموم در آب می‌تواند به طور مستقیم بر روی قورباغه‌ها تأثیر بگذارد و باعث کاهش جمعیت آن‌ها شود.,کاهش جمعیت قورباغه‌های آواز کوهستانی بیشتر به دلیل وجود سموم حل شده در آب است. این سموم تأثیر منفی بر سلامت قورباغه‌ها و زیستگاه‌هایشان دارند و می‌توانند به کاهش جمعیت آن‌ها منجر شوند. اگرچه از دست رفتن زیستگاه نیز مهم است، اما تأثیر مستقیم سموم بر قورباغه‌ها عامل اصلی کاهش جمعیت است.
1007,Mercury_SC_400519,A,C,0,train,در مطالعه لایه‌های رسوبی سنگ، یک زمین‌شناس منطقه‌ای را پیدا کرد که در آن سنگ‌های قدیمی‌تر بر روی سنگ‌های جوان‌تر قرار داشت. کدام‌یک بهتر توضیح می‌دهد که این چگونه اتفاق افتاد؟,فعالیت زلزله لایه‌های سنگ را تا کرد.,بروز فوران‌های آتشفشانی یک لایه سنگ را نابود کرد.,فرسایش چندین لایه سنگ را از بین برد.,هواشناسی لایه‌بندی سنگ‌ها را تغییر داد.,84,100,84,در این سناریو، احتمالاً فرسایش باعث شده است که چندین لایه سنگی از بین بروند و لایه‌های قدیمی‌تر به سطح بیایند. این پدیده می‌تواند به دلیل فرسایش طبیعی یا فعالیت‌های دیگر مانند آب و باد باشد که لایه‌های جوان‌تر را از بین می‌برد و لایه‌های قدیمی‌تر را نمایان می‌کند.,در این سناریو، فرسایش ممکن است باعث از بین رفتن لایه‌های جوان‌تر و نمایان شدن لایه‌های قدیمی‌تر شده باشد. این فرایند می‌تواند ناشی از عوامل طبیعی مانند آب و باد باشد که لایه‌های جدیدتر را تخریب می‌کنند.
1008,MCAS_2003_8_8,B,B,1,train,جمعیت خرگوش‌ها در ده سال گذشته به طرز قابل توجهی افزایش یافته است. کدام یک از گزینه‌های زیر یک فرضیه منطقی برای این افزایش جمعیت است؟,رقابت برای غذا در میان خرگوش‌ها افزایش یافته است.,مخاطره اصلی خرگوش‌ها به دلیل توسعه انسانی از بین رفته است.,شرایط جوی غیرعادی سطح آب حوضچه‌های محلی را کاهش داده است.,یک موجود که به منابع غذایی مشابهی وابسته است، به این منطقه مهاجرت کرده است.,76,100,76,افزایش جمعیت خرگوش‌ها می‌تواند به دلیل حذف شکارچی اصلی آن‌ها به واسطه توسعه انسانی باشد. وقتی که شکارچیان کاهش یابند، جمعیت خرگوش‌ها می‌تواند به طور قابل توجهی افزایش یابد زیرا فشار شکار بر روی آن‌ها کمتر می‌شود و فرصت بیشتری برای تولید مثل و رشد جمعیت پیدا می‌کنند.,افزایش جمعیت خرگوش‌ها ممکن است به دلیل از بین رفتن شکارچیان اصلی آن‌ها به واسطه توسعه انسانی باشد. کاهش فشار شکار به خرگوش‌ها این امکان را می‌دهد که تولید مثل کنند و جمعیتشان افزایش یابد.
1009,Mercury_7027353,C,C,1,train,کار نیوتن در فیزیک به ارائه توضیحات ریاضی برای نتایج اولیه کدام دانشمند کمک کرد؟,بطلمیوس,ارسطو,نیکلاس کپرنیک,دیمیتری مندل لیف,96,100,96,کارهای نیوتن در فیزیک به طور خاص به توضیحات ریاضیاتی برای نظریات نیکلاس کپرنیکوس کمک کرد. کپرنیکوس نظریه هلیوسنتریک (خورشید مرکزی) را مطرح کرد و نیوتن با قوانین حرکت و گرانش خود، پایه‌های علمی و ریاضیاتی این نظریه را تقویت کرد و به درک بهتری از حرکات سیارات کمک کرد.,کار نیوتن در فیزیک به توضیحات ریاضیاتی نظریه هلیوسنتریک نیکلاس کپرنیکوس کمک کرد. کپرنیکوس این نظریه را مطرح کرد و نیوتن با قوانین حرکت و گرانش خود، پایه‌های علمی و ریاضیاتی آن را تقویت کرد و درک بهتری از حرکات سیارات فراهم آورد.
1010,Mercury_SC_400300,B,B,1,train,کدامیک از این ابزارها بهترین گزینه برای استفاده در هنگام مشاهده حشرات در زمینه است؟,قطب‌نما,لنز دستی,میکروسکوپ,ترمومتر,87,100,87,برای مشاهده حشرات در میدان، استفاده از لنز دستی (hand lens) بهترین گزینه است زیرا این ابزار به شما امکان می‌دهد جزئیات کوچک و ویژگی‌های ظاهری حشرات را به وضوح ببینید. لنز دستی سبک و قابل حمل است و به راحتی می‌توان آن را در میدان استفاده کرد، در حالی که میکروسکوپ برای مشاهده در شرایط آزمایشگاهی مناسب‌تر است.,برای مشاهده حشرات در میدان، لنز دستی بهترین گزینه است زیرا جزئیات کوچک و ویژگی‌های ظاهری حشرات را به وضوح نشان می‌دهد. این ابزار سبک و قابل حمل است و استفاده از آن در میدان آسان‌تر از میکروسکوپ است که بیشتر برای شرایط آزمایشگاهی مناسب است.
1011,Mercury_7239470,D,D,1,train,کدام یک از موارد زیر عملکرد نورون‌های حرکتی در سیستم عصبی است؟,اعمال نیروی مستقیم به سیستم اسکلتی,جمع‌آوری اطلاعات درباره محرک‌ها,انتقال پیام‌ها از مغز به بدن,کنترل مستقیم عملکرد عضلات,64,100,64,نورون‌های حرکتی وظیفه کنترل مستقیم حرکات عضلات را بر عهده دارند. این نورون‌ها سیگنال‌هایی را از مغز به عضلات منتقل می‌کنند و باعث انقباض و حرکت آن‌ها می‌شوند، بنابراین نقش کلیدی در اجرای حرکات بدن دارند.,نورون‌های حرکتی مستقیماً عضلات را کنترل کرده و سیگنال‌هایی از مغز به آن‌ها منتقل می‌کنند. این فرآیند موجب انقباض و حرکت عضلات می‌شود و نقش اساسی در حرکات بدن دارد.
1012,Mercury_7234465,D,D,1,train,حضور دماهای بالا در طول شکل‌گیری سوخت‌های فسیلی منجر به درصد بالاتری از کدام محصول می‌شود؟,قیر,زغال‌سنگ,نفت خام,گاز طبیعی,89,100,89,در فرآیند تشکیل سوخت‌های فسیلی، دماهای بالا معمولاً منجر به تولید درصد بالاتری از گاز طبیعی می‌شوند. در دماهای بالا، مواد آلی به گاز طبیعی تبدیل می‌شوند، در حالی که دماهای پایین‌تر بیشتر به تولید زغال‌سنگ و نفت خام منجر می‌شوند. بنابراین، با افزایش دما، احتمال تولید گاز طبیعی بیشتر می‌شود.,در فرآیند تشکیل سوخت‌های فسیلی، دماهای بالا به تولید بیشتر گاز طبیعی منجر می‌شوند. در این شرایط، مواد آلی به گاز طبیعی تبدیل می‌شوند، در حالی که دماهای پایین‌تر بیشتر زغال‌سنگ و نفت خام تولید می‌کنند. بنابراین، افزایش دما احتمال تولید گاز طبیعی را افزایش می‌دهد.
1013,OHAT_2007_5_39,B,B,1,train,پیش‌بینی آسمانی می‌گوید که طوفان برفی شدیدی امروز دیرتر می‌آید. کدام مشاهده آب و هوایی احتمالاً درست قبل از بارش برف است؟,آسمان صاف,ابرهای ضخیم خاکستری,ابرهای کوچک سفید,دمای گرم,90,100,90,قبل از بارش برف سنگین، معمولاً ابرهای ضخیم و خاکستری در آسمان وجود دارند که نشان‌دهنده‌ی وقوع بارش هستند. این ابرها به دلیل رطوبت بالا و شرایط جوی مناسب برای تشکیل برف، به وجود می‌آیند. بنابراین، گزینه‌ی ابرهای خاکستری ضخیم منطقی‌ترین پیش‌بینی قبل از بارش برف است.,قبل از بارش برف سنگین، معمولاً ابرهای ضخیم و خاکستری در آسمان وجود دارند که نشان‌دهنده‌ی وقوع بارش هستند. این ابرها به دلیل رطوبت بالا و شرایط جوی مناسب برای برف تشکیل می‌شوند. بنابراین، گزینه‌ی ابرهای خاکستری ضخیم بهترین پیش‌بینی قبل از بارش برف است.
1014,Mercury_SC_400986,A,A,1,train,چرا نگاه کردن به ماه ایمن‌تر از نگاه کردن به خورشید است؟,الف) ماه کم نورتر است.,ب) ماه به زمین نزدیک‌تر است.,ج) ماه عمدتاً در شب می‌درخشد.,د) ماه تنها یک بار در ماه کامل می‌شود.,79,100,79,نگاه کردن به ماه ایمن‌تر است زیرا ماه نور کمتری نسبت به خورشید دارد و در نتیجه آسیب کمتری به چشم وارد می‌کند. در حالی که خورشید بسیار درخشان است و می‌تواند باعث آسیب دائمی به بینایی شود، نور ماه به دلیل انعکاس نور خورشید و شدت کم آن، خطر کمتری دارد.,نگاه کردن به ماه ایمن‌تر است زیرا نور آن نسبت به خورشید کمتر است و آسیب کمتری به چشم وارد می‌کند. خورشید به شدت درخشان است و می‌تواند به بینایی آسیب دائمی بزند، در حالی که نور ماه به دلیل انعکاس و شدت کم، خطر کمتری دارد.
1015,Mercury_7004043,A,A,1,train,هنگام جمع‌آوری گل‌های وحشی، یک دانش‌آموز شروع به عطسه کردن می‌کند و چشم‌هایش خارش و آب‌ریزش دارد. کدام سیستم بدنی این واکنش را ایجاد می‌کند؟,الف) ایمنی,ب) عصبی,پ) عضلانی,ت) گردش خون,74,100,74,این واکنش نشان‌دهنده یک پاسخ آلرژیک است که به دلیل تحریک سیستم ایمنی بدن به وجود می‌آید. زمانی که فرد با گرده گل‌ها یا مواد آلرژی‌زا مواجه می‌شود، سیستم ایمنی به این مواد واکنش نشان می‌دهد و علائمی مانند عطسه و خارش چشم‌ها را ایجاد می‌کند.,این واکنش نشان‌دهنده پاسخ آلرژیک است که ناشی از تحریک سیستم ایمنی بدن است. مواجهه با گرده گل‌ها یا مواد آلرژی‌زا باعث می‌شود سیستم ایمنی به این مواد واکنش نشان دهد و علائمی مانند عطسه و خارش چشم‌ها بروز کند.
1016,Mercury_SC_414080,C,C,1,train,یک دانش آموز آب را در یک سینی پلاستیکی ریخت. سپس دانش آموز سینی را در فریزر قرار داد. کدام ویژگی آب تغییر کرد وقتی آب یخ زد؟,آب به گاز تبدیل شد.,جرم آب افزایش یافت.,آب شکل مشخصی به خود گرفت.,طعم آب تغییر کرد.,72,100,72,زمانی که آب در فریزر منجمد می‌شود، حالت آن از مایع به جامد تغییر می‌کند و به شکل مشخصی در می‌آید. در حالت مایع، آب شکل ظرف را به خود می‌گیرد، اما در حالت جامد، یخ شکل ثابتی دارد و نمی‌تواند به راحتی تغییر کند.,زمانی که آب در فریزر منجمد می‌شود، از حالت مایع به جامد تبدیل شده و شکل مشخصی به خود می‌گیرد. در حالت مایع، آب شکل ظرف را می‌گیرد، اما یخ دارای شکل ثابت است.
1017,Mercury_7269203,B,B,1,train,سوال: فرض کنید یک سوخت جدید برای خودروها از زغال‌سنگ گرفته شده است. خودروها با یک مخزن سوخت جدید به فاصله‌ی دو برابر آنچه با همان مقدار بنزین می‌توانند بروند، حرکت می‌کنند. چگونه این سوخت جدید را دسته‌بندی می‌کنید؟,الف) این یک سوخت فسیلی تجدیدپذیر است.,ب) این یک سوخت فسیلی غیراشکالی است.,ج) این یک سوخت زیست‌توده تجدیدپذیر است.,د) این یک سوخت زیست‌توده غیراشکالی است.,108,100,108,سوخت جدیدی که از زغال سنگ به دست آمده است، به عنوان یک سوخت فسیلی غیرقابل تجدید دسته‌بندی می‌شود. زغال سنگ یک منبع طبیعی است که در طول میلیون‌ها سال تشکیل شده و به دلیل محدودیت در زمان تجدید آن، به عنوان یک سوخت غیرقابل تجدید شناخته می‌شود. همچنین، این سوخت به دلیل اینکه از زغال سنگ استخراج شده، نمی‌تواند به عنوان سوخت زیستی تجدیدپذیر در نظر گرفته شود.,سوخت جدید از زغال‌سنگ به عنوان سوخت فسیلی غیراشکالی طبقه‌بندی می‌شود. زغال‌سنگ منبعی طبیعی است که در میلیون‌ها سال شکل گرفته و به دلیل عدم امکان تجدید آن، غیرقابل تجدید محسوب می‌شود. همچنین، چون این سوخت از زغال‌سنگ به دست آمده، نمی‌تواند به عنوان سوخت زیستی تجدیدپذیر شناخته شود.
1018,Mercury_7001418,C,C,1,train,کدام یک از جملات بهترین توصیف را از نوترون ارائه می‌دهد؟,بار منفی دارد.,در اطراف هسته حرکت می‌کند.,به هسته جرم اضافه می‌کند.,بار مثبت دارد.,89,100,89,نوترون یک ذره باردار خنثی است که در هسته اتم وجود دارد و هیچ بار الکتریکی ندارد. این ذره به افزایش جرم هسته کمک می‌کند و در کنار پروتون‌ها، ساختار هسته را تشکیل می‌دهد. بنابراین، گزینه‌ای که به بهترین شکل نوترون را توصیف می‌کند، گزینه‌ای است که به اضافه کردن جرم به هسته اشاره دارد.,نوترون ذره‌ای باردار خنثی است که در هسته اتم وجود دارد و هیچ بار الکتریکی ندارد. این ذره به افزایش جرم هسته کمک می‌کند و در کنار پروتون‌ها ساختار هسته را تشکیل می‌دهد. بنابراین، بهترین توصیف نوترون به اضافه کردن جرم به هسته اشاره دارد.
1019,ACTAAP_2014_7_7,D,D,1,train,دستگاه‌های باد برای تولید برق در بسیاری از نقاط ایالات متحده استفاده می‌شوند. یکی از مزایای دستگاه‌های باد این است که سوخت‌های فسیلی سوزانده نمی‌شوند. کدام یک از موارد زیر عیب دستگاه‌های باد است؟,الف) دستگاه‌های باد می‌توانند در صورت آسیب‌دیدگی تابش خطرناک منتشر کنند.,ب) مزارع توربین بادی باید در نزدیکی منابع آبی بزرگ قرار گیرند.,ج) دستگاه‌های باد تا سال‌ها پس از ساخت انرژی تولید نمی‌کنند.,د) مزارع توربین بادی به نسبت انرژی که تولید می‌کنند به مساحت زیادی نیاز دارند.,87,100,87,یکی از معایب توربین‌های بادی این است که برای تولید انرژی به فضای زیادی نیاز دارند و در مقایسه با مقدار انرژی تولیدی، مساحت زیادی را اشغال می‌کنند. این موضوع می‌تواند به محدودیت‌های استفاده از زمین و تأثیرات زیست‌محیطی منجر شود، به ویژه در مناطقی که زمین‌های کشاورزی یا زیستگاه‌های طبیعی وجود دارد.,یکی از معایب توربین‌های بادی نیاز آنها به فضای زیاد است. این مسأله می‌تواند محدودیت‌هایی در استفاده از زمین ایجاد کند و تأثیرات زیست‌محیطی به‌ویژه در مناطق کشاورزی یا زیستگاه‌های طبیعی به همراه داشته باشد.
1020,LEAP_2004_4_10259,A,A,1,train,کدام نوع نیرو نیاز به تماس بین دو جسم دارد تا یکی دیگری را بکشاند یا هل دهد؟,نیروهای اصطکاکی که توپ فوتبال در حال غلتیدن را کند می‌کنند,نیروهای مغناطیسی که گیره‌های کاغذ را به یک الکترومغناطیس قوی می‌کشد,نیروهای مغناطیسی که دو آهنربا را از هم دور می‌کند,نیروی گرانش که بر قطرات باران که به زمین می‌افتند تأثیر می‌گذارد,64,100,64,نیروی اصطکاکی نیاز به تماس بین دو جسم دارد تا یکی بتواند دیگری را به سمت خود بکشد یا هل دهد. در این حالت، نیروی اصطکاکی باعث کاهش سرعت توپ فوتبال در حال حرکت می‌شود و این نشان‌دهنده‌ی نیاز به تماس بین توپ و سطح زمین است.,نیروی اصطکاکی برای تأثیرگذاری نیاز به تماس دارد. این نیرو باعث کاهش سرعت توپ فوتبال در حال غلتیدن می‌شود و نشان می‌دهد که تماس بین توپ و سطح زمین ضروری است.
1021,Mercury_SC_416523,D,D,1,train,کدام بخش از درخت کاج غذا تولید می کند؟,ریشه,سوزن,تنه,اجازه,84,100,84,قسمت اصلی درخت کاج که غذا تولید می‌کند، سوزن‌ها هستند. سوزن‌های درخت کاج از طریق فرآیند فتوسنتز، نور خورشید را به انرژی شیمیایی تبدیل می‌کنند و در نتیجه غذا برای درخت تولید می‌شود. سایر قسمت‌ها مانند ریشه، مخروط و تنه نقش‌های دیگری دارند و در تولید غذا دخالت ندارند.,بخش اصلی درخت کاج که غذا تولید می‌کند، سوزن‌ها هستند. سوزن‌ها با استفاده از فتوسنتز، نور خورشید را به انرژی شیمیایی تبدیل کرده و غذا تولید می‌کنند. سایر قسمت‌ها مانند ریشه و تنه در این فرآیند نقشی ندارند.
1022,MCAS_1998_8_25,A,A,1,train,در گیاهان نخود، قد بلند بر قد کوتاه غالب است. وقتی دو گیاه کوتاه با هم پیوند می‌خورند، چه اندازه‌ای از گیاهان نخود به دست می‌آید؟,فقط گیاهان کوتاه,گیاهان کوتاه و بلند,فقط گیاهان بلند,گیاهان با اندازه متوسط,80,100,80,در گیاهان نخود، صفت قد بلند بر صفت قد کوتاه غالب است. وقتی دو گیاه کوتاه که هر دو دارای ژنوتیپ کوتاه هستند، با هم تلاقی می‌کنند، تنها ژن‌های مربوط به قد کوتاه به نسل بعدی منتقل می‌شود. بنابراین، نتیجه این تلاقی فقط گیاهان کوتاه خواهد بود.,در گیاهان نخود، صفت قد بلند بر قد کوتاه غالب است. وقتی دو گیاه کوتاه با ژنوتیپ کوتاه تلاقی می‌کنند، فقط ژن‌های قد کوتاه منتقل می‌شود. بنابراین، نتیجه این تلاقی فقط گیاهان کوتاه خواهد بود.
1023,Mercury_7213115,C,C,1,train,کدام نوع مخزن آب بیشترین حجم آب شیرین را شامل می‌شود؟,دریاچه‌ها,رودها,صفحات یخی,آبخوان‌ها,107,100,107,بزرگ‌ترین حجم آب شیرین در یخچال‌های طبیعی (ice sheets) ذخیره شده است. این یخچال‌ها به ویژه در مناطق قطبی مانند گرینلند و قطب جنوب قرار دارند و حجم بسیار زیادی از آب شیرین را در خود نگه می‌دارند. در مقایسه با دریاچه‌ها، رودخانه‌ها و سفره‌های آب زیرزمینی، یخچال‌های طبیعی به عنوان بزرگ‌ترین منبع آب شیرین شناخته می‌شوند.,بزرگ‌ترین حجم آب شیرین در یخچال‌های طبیعی (صفحات یخی) ذخیره شده است، به ویژه در مناطق قطبی مانند گرینلند و قطب جنوب. این یخچال‌ها نسبت به دریاچه‌ها، رودها و آبخوان‌ها، بزرگ‌ترین منبع آب شیرین به شمار می‌روند.
1024,VASoL_2010_3_10,C,C,1,train,کدام یک از این موارد بیشترین زمان را برای مشاهدۀ آن خواهد برد؟,یک چرخهٔ فاز ماه,یک چرخهٔ جزر و مد اقیانوس,تبدیل یک بلوط به درخت بالغ,تبدیل یک کرم به پروانه,84,100,84,رشد یک بلوط به درخت بالغ زمان زیادی می‌برد، معمولاً چندین سال تا چند دهه، در حالی که سایر گزینه‌ها مانند چرخه‌های ماه، جزر و مد و تغییر شکل کرم به پروانه در زمان‌های کوتاه‌تری اتفاق می‌افتند. بنابراین، گزینه C که به رشد بلوط اشاره دارد، طولانی‌ترین زمان را برای مشاهده نیاز دارد.,رشد یک بلوط به درخت بالغ زمان زیادی می‌برد و معمولاً چندین سال تا چند دهه طول می‌کشد. در مقابل، چرخه‌های فاز ماه، جزر و مد و تغییر شکل کرم به پروانه در زمان‌های کوتاه‌تری اتفاق می‌افتند. بنابراین، گزینه C که به رشد بلوط اشاره دارد، بیشترین زمان را برای مشاهده نیاز
1025,Mercury_SC_401153,C,C,1,train,کدام قسمت گیاه مشابه تخم پرنده است؟,A) برگ,B) ریشه,C) دانه,D) ساقه,88,100,88,بذر (seed) به عنوان بخشی از گیاه، مشابه تخم پرنده است زیرا هر دو حاوی مواد ژنتیکی و منابع غذایی هستند که برای رشد و توسعه یک موجود زنده جدید ضروری هستند. بذرها به عنوان مرحله‌ای از چرخه زندگی گیاه عمل می‌کنند و می‌توانند به گیاه جدیدی تبدیل شوند، مشابه اینکه تخم پرنده می‌تواند به جوجه تبدیل شود.,بذر (دانه) مشابه تخم پرنده است زیرا هر دو حاوی مواد ژنتیکی و منابع غذایی برای رشد موجود زنده جدید هستند. بذرها مرحله‌ای از چرخه زندگی گیاه‌اند و می‌توانند به گیاه جدیدی تبدیل شوند، همان‌طور که تخم پرنده به جوجه تبدیل می‌شود.
1026,MCAS_1998_8_5,A,A,1,train,کدام یک از جمله‌های زیر در مورد فتوسنتز و تنفس صحیح است؟,الف) فتوسنتز انرژی را ذخیره می‌کند و تنفس انرژی را آزاد می‌کند.,ب) تنفس انرژی را ذخیره می‌کند و فتوسنتز انرژی را آزاد می‌کند.,ج) فتوسنتز و تنفس یک فرآیند مشابه هستند.,د) فتوسنتز و تنفس هیچ ارتباطی با انرژی ندارند.,107,100,107,فرایند فتوسنتز انرژی را در گیاهان ذخیره می‌کند و در عوض، تنفس انرژی را آزاد می‌کند. در فتوسنتز، گیاهان با استفاده از نور خورشید، دی‌اکسید کربن و آب، قند و اکسیژن تولید می‌کنند که این قند به عنوان منبع انرژی ذخیره می‌شود. در تنفس، این قند تجزیه شده و انرژی آزاد می‌شود که برای فعالیت‌های سلولی استفاده می‌شود.,فرایند فتوسنتز انرژی را در گیاهان ذخیره می‌کند و تنفس انرژی را آزاد می‌کند. در فتوسنتز، گیاهان با نور خورشید، دی‌اکسید کربن و آب قند و اکسیژن تولید می‌کنند که قند به عنوان منبع انرژی ذخیره می‌شود. در تنفس، قند تجزیه شده و انرژی آزاد می‌شود که برای فعالیت‌های سلولی به کار می‌رود.
1027,Mercury_400749,A,A,1,train,یک اتم به یک یون با بار -1 تبدیل می‌شود زیرا اتم,یک الکترون اضافه می‌کند.,یک الکترون از دست می‌دهد.,یک پروتون اضافه می‌کند.,یک پروتون از دست می‌دهد.,65,100,65,یک اتم زمانی که یک الکترون اضافی می‌گیرد، بار منفی پیدا می‌کند و به یون منفی تبدیل می‌شود. این به این دلیل است که الکترون‌ها بار منفی دارند و با افزایش تعداد آن‌ها نسبت به پروتون‌ها، بار کلی اتم منفی می‌شود.,یک اتم با اضافه کردن یک الکترون بار منفی پیدا می‌کند و به یون منفی تبدیل می‌شود. زیرا الکترون‌ها بار منفی دارند و افزایش آن‌ها نسبت به پروتون‌ها، بار کلی اتم را منفی می‌کند.
